"sp" "BodyMass.Value" "Nocturnal" "ForStrat.watbelowsurf" "ForStrat.wataroundsurf" "ForStrat.ground" "ForStrat.understory" "ForStrat.midhigh" "ForStrat.canopy" "ForStrat.aerial" "PelagicSpecialist"
"375" "Poospiza_nigrorufa" NA NA 0 0 80 20 0 0 0 0
"376" "Saltator_coerulescens" NA NA 0 0 0 70 30 0 0 0
"378" "Hemitriccus_orbitatus" "9.7" 0 0 0 0 40 60 0 0 0
"379" "Rhytipterna_simplex" "31.8" 0 0 0 0 50 50 0 0 0
"380" "Embernagra_longicauda" NA NA 0 0 100 0 0 0 0 0
"381" "Embernagra_platensis" NA NA 0 0 20 60 20 0 0 0
"382" "Accipiter_poliogaster" "1369.41" 0 0 0 0 0 33 33 33 0
"383" "Forpus_xanthopterygius" "31" 0 0 0 100 0 0 0 0 0
"384" "Geotrygon_violacea" "95.2" 0 0 0 100 0 0 0 0 0
"385" "Glaucidium_minutissimum" "50" 1 0 0 90 10 0 0 0 0
"386" "Anumbius_annumbi" "41.5" 0 0 0 50 50 0 0 0 0
"387" "Cacicus_haemorrhous" "83.71" 0 0 0 0 20 60 20 0 0
"388" "Camptostoma_obsoletum" "8.1" 0 0 0 0 0 80 20 0 0
"389" "Chlorophonia_cyanea" "14" 0 0 0 0 0 20 80 0 0
"390" "Euphonia_chalybea" "19" 0 0 0 0 50 50 0 0 0
"391" "Gnorimopsar_chopi" "65.9" 0 0 0 60 10 30 0 0 0
"392" "Myrmoderus_squamosus" NA NA NA NA NA NA NA NA NA NA
"393" "Anabacerthia_lichtensteini" "21" 0 0 0 0 0 50 50 0 0
"394" "Nyctibius_grandis" "547" 1 0 0 0 10 60 10 20 0
"395" "Nyctibius_griseus" "172.04" 1 0 0 0 0 90 0 10 0
"396" "Ortalis_araucuan" "547.72" 0 0 0 0 0 50 50 0 0
"397" "Orthopsittaca_manilatus" "372" 0 0 0 0 0 40 60 0 0
"398" "Parabuteo_leucorrhous" "290" 0 0 0 100 0 0 0 0 0
"399" "Polytmus_guainumbi" "5.2" 0 0 0 0 100 0 0 0 0
"400" "Mimus_triurus" "47.2" 0 0 0 100 0 0 0 0 0
"401" "Pseudastur_polionotus" NA NA NA NA NA NA NA NA NA NA
"402" "Pulsatrix_koeniswaldiana" "481" 1 0 0 20 30 30 20 0 0
"403" "Phylloscartes_ceciliae" "7.6" 0 0 0 0 0 30 70 0 0
"404" "Theristicus_caerulescens" "1500" 0 0 80 20 0 0 0 0 0
"405" "Theristicus_caudatus" "1726" 0 0 0 100 0 0 0 0 0
"406" "Tinamus_solitarius" "1386.41" 0 0 0 100 0 0 0 0 0
"407" "Veniliornis_passerinus" "32.1" 0 0 0 0 33 33 33 0 0
"408" "Veniliornis_spilogaster" "40.3" 0 0 0 0 50 50 0 0 0
"409" "Arremon_franciscanus" "24.9" 0 0 0 70 30 0 0 0 0
"410" "Arremon_taciturnus" "24.8" 0 0 0 50 50 0 0 0 0
"413" "Machaeropterus_regulus" "9.34" 0 0 0 0 50 50 0 0 0
"414" "Xipholena_atropurpurea" "61.32" 0 0 0 0 0 100 0 0 0
"415" "Myiopagis_caniceps" "10.5" 0 0 0 0 0 0 100 0 0
"416" "Myiopagis_gaimardii" "12.02" 0 0 0 0 0 0 100 0 0
"417" "Myrmotherula_unicolor" "11.5" 0 0 0 0 20 80 0 0 0
"418" "Poecilotriccus_fumifrons" "6.6" 0 0 0 0 100 0 0 0 0
"419" "Polystictus_pectoralis" "6.2" 0 0 0 0 40 60 0 0 0
"420" "Scytalopus_iraiensis" "12.4" 0 0 0 60 40 0 0 0 0
"421" "Thamnophilus_aethiops" "25.7" 0 0 0 20 40 40 0 0 0
"422" "Xiphorhynchus_fuscus" "21.8" 0 0 0 0 50 50 0 0 0
"424" "Agelaioides_badius" "45.25" 0 0 0 50 30 20 0 0 0
"425" "Agelaioides_fringillarius" "45.25" 0 0 0 50 30 20 0 0 0
"426" "Basileuterus_auricapilla" "10.5" 0 0 0 0 70 30 0 0 0
"427" "Myiothlypis_rivularis" NA NA NA NA NA NA NA NA NA NA
"428" "Piranga_flava" "37.7" 0 0 0 0 10 30 60 0 0
"429" "Tangara_cyanomelas" "21" 0 0 0 0 10 20 70 0 0
"430" "Tangara_flava" "18" 0 0 0 0 30 40 30 0 0
"431" "Terenura_maculata" "6.5" 0 0 0 0 0 70 30 0 0
"432" "Anabazenops_fuscus" "39" 0 0 0 10 20 70 0 0 0
"433" "Anthus_chacoensis" "21.83" 0 0 0 100 0 0 0 0 0
"434" "Anthus_furcatus" "20.06" 0 0 0 80 10 10 0 0 0
"435" "Arundinicola_leucocephala" "13.8" 0 0 0 50 50 0 0 0 0
"436" "Progne_tapera" "32" 0 0 0 0 30 20 20 30 0
"437" "Asthenes_moreirae" "10.48" 0 0 0 0 80 20 0 0 0
"438" "Attila_rufus" "42.6" 0 0 0 25 25 25 25 0 0
"439" "Automolus_lammi" "34.5" 0 0 0 0 80 20 0 0 0
"440" "Automolus_leucophthalmus" "34.5" 0 0 0 0 80 20 0 0 0
"442" "Campylorhamphus_falcularius" "42.6" 0 0 0 0 50 50 0 0 0
"443" "Campylorhamphus_trochilirostris" "40.8" 0 0 0 0 80 20 0 0 0
"444" "Chamaeza_ruficauda" "71.2" 0 0 0 100 0 0 0 0 0
"445" "Certhiaxis_cinnamomeus" "15.2" 0 0 0 0 33 33 33 0 0
"446" "Chiroxiphia_caudata" "25.6" 0 0 0 0 50 50 0 0 0
"447" "Cinclodes_pabsti" "53" 0 0 0 100 0 0 0 0 0
"448" "Conopophaga_melanops" "20.1" 0 0 0 60 40 0 0 0 0
"449" "Cranioleuca_obsoleta" "13.4" 0 0 0 0 0 70 30 0 0
"450" "Cranioleuca_pallida" "11.5" 0 0 0 0 0 50 50 0 0
"452" "Dendrocolaptes_certhia" "68.7" 0 0 0 0 10 90 0 0 0
"453" "Donacospiza_albifrons" NA NA 0 0 80 20 0 0 0 0
"454" "Drymophila_ferruginea" "10.6" 0 0 0 0 30 70 0 0 0
"455" "Drymophila_malura" "13" 0 0 0 40 40 20 0 0 0
"456" "Inezia_inornata" "12" 0 0 0 0 33 33 33 0 0
"457" "Elaenia_cristata" "18.2" 0 0 0 0 30 40 30 0 0
"458" "Elaenia_spectabilis" "27.3" 0 0 0 0 0 0 100 0 0
"459" "Euphonia_xanthogaster" "13" 0 0 0 0 20 60 20 0 0
"460" "Formicarius_colma" "47" 0 0 0 80 20 0 0 0 0
"461" "Formicivora_erythronotos" "10.3" 0 0 0 40 40 20 0 0 0
"462" "Formicivora_melanogaster" "10.5" 0 0 0 40 40 20 0 0 0
"463" "Aramides_mangle" "183" 0 0 60 40 0 0 0 0 0
"464" "Aramides_saracura" "540" 0 0 30 70 0 0 0 0 0
"465" "Aramides_ypecaha" "700.07" 0 0 30 70 0 0 0 0 0
"466" "Gubernetes_yetapa" "68.4" 0 0 0 80 20 0 0 0 0
"467" "Haplospiza_unicolor" NA NA 0 0 80 20 0 0 0 0
"468" "Hemithraupis_guira" "12" 0 0 0 0 0 10 90 0 0
"469" "Hemithraupis_ruficapilla" "11" 0 0 0 0 0 10 90 0 0
"470" "Herpsilochmus_longirostris" "12.8" 0 0 0 0 30 70 0 0 0
"471" "Icterus_pyrrhopterus" "35.44" 0 0 0 0 20 40 40 0 0
"472" "Ilicura_militaris" "12.7" 0 0 0 0 50 50 0 0 0
"473" "Iodopleura_pipra" "10.03" 0 0 0 0 0 100 0 0 0
"474" "Knipolegus_cyanirostris" "15.4" 0 0 0 0 100 0 0 0 0
"475" "Knipolegus_lophotes" "31.8" 0 0 0 50 50 0 0 0 0
"476" "Lathrotriccus_euleri" "11.33" 0 0 0 0 100 0 0 0 0
"477" "Amazona_farinosa" "625.99" 0 0 0 0 0 60 40 0 0
"478" "Legatus_leucophaius" "22.2" 0 0 0 0 0 20 80 0 0
"479" "Lepidocolaptes_squamatus" "28.1" 0 0 0 0 0 50 50 0 0
"480" "Leptopogon_amaurocephalus" "11.7" 0 0 0 0 50 50 0 0 0
"481" "Leptasthenura_setaria" "11" 0 0 0 0 0 50 50 0 0
"482" "Lessonia_rufa" "13.4" 0 0 0 100 0 0 0 0 0
"483" "Coccycua_minuta" "39.3" 0 0 0 0 50 50 0 0 0
"484" "Leptasthenura_striolata" "10.5" 0 0 0 0 33 33 33 0 0
"485" "Lochmias_nematura" "22" 0 0 0 100 0 0 0 0 0
"486" "Limnoctites_rectirostris" "18.5" 0 0 0 100 0 0 0 0 0
"487" "Limnornis_curvirostris" "28.6" 0 0 0 100 0 0 0 0 0
"488" "Lipaugus_lanioides" "94.8" 0 0 0 0 50 50 0 0 0
"489" "Lipaugus_vociferans" "75.42" 0 0 0 0 50 50 0 0 0
"490" "Mackenziaena_severa" "51.8" 0 0 0 30 40 30 0 0 0
"491" "Megaxenops_parnaguae" "25" 0 0 0 0 0 100 0 0 0
"492" "Melanopareia_torquata" "17.2" 0 0 0 60 40 0 0 0 0
"494" "Merulaxis_ater" "35.03" 0 0 0 100 0 0 0 0 0
"496" "Mionectes_rufiventris" "13.3" 0 0 0 0 10 90 0 0 0
"497" "Charadrius_modestus" "78" 0 0 0 100 0 0 0 0 0
"498" "Muscipipra_vetula" "27" 0 0 0 100 0 0 0 0 0
"499" "Myiarchus_ferox" "27.5" 0 0 0 0 80 20 0 0 0
"500" "Myiobius_atricaudus" "10" 0 0 0 0 30 70 0 0 0
"501" "Myiornis_auricularis" "5.3" 0 0 0 0 50 50 0 0 0
"502" "Phacellodomus_striaticollis" "25.7" 0 0 0 70 30 0 0 0 0
"503" "Myiozetetes_cayanensis" "25.9" 0 0 0 50 30 20 0 0 0
"504" "Myiozetetes_similis" "28" 0 0 0 20 20 40 20 0 0
"505" "Myrmorchilus_strigilatus" "23" 0 0 0 50 50 0 0 0 0
"506" "Myrmotherula_minor" "6.4" 0 0 0 0 30 70 0 0 0
"507" "Myrmotherula_urosticta" "8.88" 0 0 0 0 0 100 0 0 0
"508" "Neopelma_aurifrons" "14" 0 0 0 0 60 40 0 0 0
"509" "Neopelma_chrysolophum" "16.02" 0 0 0 0 50 50 0 0 0
"510" "Onychorhynchus_swainsoni" "17" 0 0 0 0 30 70 0 0 0
"511" "Oxyruncus_cristatus" "42" 0 0 0 0 0 60 40 0 0
"512" "Ornithion_inerme" "7" 0 0 0 0 0 30 70 0 0
"513" "Pachyramphus_castaneus" "19.5" 0 0 0 0 0 100 0 0 0
"514" "Pachyramphus_marginatus" "18.4" 0 0 0 0 0 100 0 0 0
"515" "Pachyramphus_validus" "43" 0 0 0 0 50 50 0 0 0
"516" "Paroaria_dominicana" "33.2" 0 0 0 20 80 0 0 0 0
"517" "Petrochelidon_pyrrhonota" "21.6" 0 0 0 0 0 0 0 100 0
"518" "Tangara_fastuosa" "20.02" 0 0 0 0 0 40 60 0 0
"519" "Phacellodomus_erythrophthalmus" "24.5" 0 0 0 0 100 0 0 0 0
"520" "Phacellodomus_ruber" "41" 0 0 0 50 50 0 0 0 0
"521" "Phibalura_flavirostris" "46.5" 0 0 0 0 0 100 0 0 0
"522" "Philydor_rufum" "25" 0 0 0 0 0 40 60 0 0
"523" "Philydor_atricapillus" "22.2" 0 0 0 0 33 33 33 0 0
"524" "Phylloscartes_beckeri" "8.7" 0 0 0 0 0 30 70 0 0
"525" "Phylloscartes_difficilis" "6.9" 0 0 0 0 70 30 0 0 0
"526" "Phylloscartes_kronei" "8.3" 0 0 0 0 50 50 0 0 0
"527" "Phyllomyias_virescens" "8.2" 0 0 0 0 10 50 40 0 0
"528" "Phylloscartes_oustaleti" "10" 0 0 0 0 0 40 60 0 0
"529" "Phyllomyias_reiseri" "7.48" 0 0 0 0 0 0 100 0 0
"530" "Phylloscartes_paulista" "7.48" 0 0 0 0 50 50 0 0 0
"531" "Phylloscartes_roquettei" "6" 0 0 0 0 50 50 0 0 0
"532" "Phylloscartes_sylviolus" "8" 0 0 0 0 0 0 100 0 0
"533" "Phytotoma_rutila" "40.5" 0 0 0 20 40 40 0 0 0
"534" "Brachygalba_lugubris" "15.9" 0 0 0 0 20 20 60 0 0
"535" "Pipraeidea_melanonota" "21" 0 0 0 0 10 20 60 10 0
"536" "Pipra_fasciicauda" "15.9" 0 0 0 0 50 50 0 0 0
"537" "Platyrinchus_leucoryphus" "16" 0 0 0 0 0 100 0 0 0
"538" "Poecilotriccus_latirostris" "8.1" 0 0 0 0 100 0 0 0 0
"539" "Polioptila_lactea" "6.5" 0 0 0 0 33 33 33 0 0
"540" "Polystictus_superciliaris" "6" 0 0 0 20 80 0 0 0 0
"541" "Procnias_nudicollis" "172.04" 0 0 0 0 50 50 0 0 0
"542" "Calidris_bairdii" "40.97" 0 0 20 80 0 0 0 0 0
"543" "Pseudocolopteryx_dinelliana" "7.89" 0 0 0 0 100 0 0 0 0
"544" "Pseudocolopteryx_flaviventris" "7.5" 0 0 0 0 100 0 0 0 0
"545" "Pseudocolopteryx_sclateri" "8" 0 0 0 0 100 0 0 0 0
"546" "Pseudoseisura_cristata" "49.5" 0 0 0 100 0 0 0 0 0
"547" "Pyriglena_atra" "32" 0 0 0 40 40 20 0 0 0
"548" "Pyriglena_leucoptera" "28.8" 0 0 0 40 40 20 0 0 0
"549" "Pyroderus_scutatus" "357" 0 0 0 0 50 50 0 0 0
"550" "Ramphocelus_bresilius" "32.9" 0 0 0 0 70 30 0 0 0
"551" "Ramphocelus_carbo" "25.92" 0 0 0 0 50 40 10 0 0
"552" "Rhopornis_ardesiacus" "26.3" 0 0 0 40 40 20 0 0 0
"553" "Satrapa_icterophrys" "21.5" 0 0 0 0 60 40 0 0 0
"554" "Saltator_maxillosus" NA NA 0 0 0 30 30 40 0 0
"555" "Schiffornis_virescens" "25.6" 0 0 0 0 100 0 0 0 0
"556" "Scytalopus_novacapitalis" "18.9" 0 0 0 100 0 0 0 0 0
"557" "Calidris_subruficollis" "62.1" 0 0 0 100 0 0 0 0 0
"558" "Sporophila_collaris" NA NA 0 0 0 100 0 0 0 0
"559" "Stelgidopteryx_ruficollis" "16.1" 0 0 0 0 40 60 0 0 0
"560" "Netta_erythrophthalma" "780.38" 0 50 50 0 0 0 0 0 0
"561" "Sporophila_albogularis" NA NA 0 0 50 50 0 0 0 0
"562" "Synallaxis_frontalis" "14" 0 0 0 20 80 0 0 0 0
"563" "Stephanophorus_diadematus" "35.4" 0 0 0 0 30 70 0 0 0
"564" "Sublegatus_modestus" "14" 0 0 0 0 50 50 0 0 0
"565" "Synallaxis_ruficapilla" "13.8" 0 0 0 20 60 20 0 0 0
"566" "Synallaxis_spixi" "12.6" 0 0 0 20 80 0 0 0 0
"567" "Synallaxis_albescens" "11.2" 0 0 0 30 70 0 0 0 0
"568" "Synallaxis_cinerascens" "13.1" 0 0 0 50 50 0 0 0 0
"569" "Syndactyla_rufosuperciliata" "25.6" 0 0 0 20 30 50 0 0 0
"570" "Tachycineta_albiventer" "17.7" 0 0 0 0 80 20 0 0 0
"571" "Tachycineta_leucorrhoa" "15.3" 0 0 0 0 80 20 0 0 0
"572" "Tangara_cyanocephala" "18" 0 0 0 0 20 20 60 0 0
"573" "Tangara_cyanoventris" "16.5" 0 0 0 0 20 40 40 0 0
"574" "Tangara_preciosa" "22.8" 0 0 0 0 30 40 30 0 0
"575" "Tangara_seledon" "18.7" 0 0 0 0 0 40 60 0 0
"576" "Tersina_viridis" "29" 0 0 0 0 10 60 30 0 0
"577" "Thamnomanes_caesius" "15.7" 0 0 0 0 10 90 0 0 0
"578" "Thamnophilus_ambiguus" "23.45" 0 0 0 0 30 70 0 0 0
"579" "Thamnophilus_caerulescens" "21.1" 0 0 0 0 60 40 0 0 0
"580" "Thamnophilus_palliatus" "23.3" 0 0 0 0 0 100 0 0 0
"581" "Thamnophilus_pelzelni" "20.9" 0 0 0 0 20 80 0 0 0
"582" "Thamnophilus_torquatus" "21.1" 0 0 0 40 40 10 10 0 0
"583" "Thlypopsis_sordida" "17" 0 0 0 0 0 70 30 0 0
"584" "Tangara_cyanoptera" "43.3" 0 0 0 10 0 20 70 0 0
"585" "Thripophaga_macroura" "21" 0 0 0 30 70 0 0 0 0
"586" "Tityra_inquisitor" "43.1" 0 0 0 0 0 100 0 0 0
"587" "Todirostrum_poliocephalum" "6.96" 0 0 0 0 40 60 0 0 0
"588" "Tolmomyias_poliocephalus" "10.8" 0 0 0 0 0 50 50 0 0
"589" "Chloroceryle_aenea" "13.75" 0 90 10 0 0 0 0 0 0
"590" "Chloroceryle_amazona" "126.38" 0 100 0 0 0 0 0 0 0
"591" "Trichothraupis_melanops" "22.58" 0 0 0 30 30 20 10 10 0
"592" "Turdus_amaurochalinus" "57.9" 0 0 0 20 20 30 30 0 0
"593" "Turdus_fumigatus" "75.7" 0 0 0 50 50 0 0 0 0
"594" "Turdus_rufiventris" "69.44" 0 0 0 100 0 0 0 0 0
"595" "Tyrannus_albogularis" "37.1" 0 0 0 0 50 50 0 0 0
"596" "Tyrannus_savana" "31.9" 0 0 0 50 50 0 0 0 0
"597" "Tyrannus_tyrannus" "39.85" 0 0 0 0 80 20 0 0 0
"598" "Ramphodon_naevius" "7.9" 0 0 0 0 100 0 0 0 0
"599" "Xiphocolaptes_albicollis" "118" 0 0 0 0 0 100 0 0 0
"601" "Xolmis_cinereus" "57.1" 0 0 0 100 0 0 0 0 0
"603" "Xolmis_irupero" "28.7" 0 0 0 100 0 0 0 0 0
"604" "Xolmis_velatus" "49.08" 0 0 0 100 0 0 0 0 0
"605" "Thalurania_furcata" "4.19" 0 0 0 10 30 30 30 0 0
"606" "Thalurania_glaucopis" "4.8" 0 0 0 0 60 40 0 0 0
"607" "Streptoprocne_biscutata" "95.81" 0 0 0 0 0 0 0 100 0
"608" "Accipiter_superciliosus" "99.51" 0 0 0 0 0 33 33 33 0
"609" "Aegolius_harrisii" "120" 1 0 0 80 20 0 0 0 0
"610" "Alipiopsitta_xanthops" "327.37" 0 0 0 0 0 60 40 0 0
"611" "Crypturellus_strigulosus" "430.58" 0 0 0 80 20 0 0 0 0
"612" "Crypturellus_tataupa" "218.8" 0 0 0 50 50 0 0 0 0
"613" "Amazilia_versicolor" "4.1" 0 0 0 0 30 40 30 0 0
"614" "Amazilia_fimbriata" "4.9" 0 0 0 0 80 20 0 0 0
"615" "Amazilia_leucogaster" "4.7" 0 0 0 0 80 20 0 0 0
"616" "Amazilia_sapphirina" "4.4" 0 0 0 0 70 30 0 0 0
"617" "Amazona_brasiliensis" "327.37" 0 0 0 0 30 50 20 0 0
"618" "Amazona_pretrei" "272.76" 0 0 0 0 30 50 20 0 0
"619" "Amazona_rhodocorytha" "474.34" 0 0 0 0 0 80 20 0 0
"620" "Amazonetta_brasiliensis" "499.99" 0 0 20 80 0 0 0 0 0
"621" "Amazona_vinacea" "254" 0 0 0 0 30 40 30 0 0
"622" "Anhima_cornuta" "3150" 0 0 40 60 0 0 0 0 0
"623" "Anodorhynchus_hyacinthinus" "1331" 0 0 0 0 20 60 20 0 0
"624" "Anthracothorax_nigricollis" "7" 0 0 0 0 10 30 40 20 0
"625" "Antrostomus_sericocaudatus" NA NA NA NA NA NA NA NA NA NA
"626" "Aphantochroa_cirrochloris" "7.7" 0 0 0 0 80 20 0 0 0
"627" "Aratinga_auricapillus" "130" 0 0 0 30 50 20 0 0 0
"628" "Aratinga_jandaya" "89.4" 0 0 0 0 33 33 33 0 0
"629" "Ara_chloropterus" "1214" 0 0 0 0 0 60 40 0 0
"630" "Ardea_cocoi" "1752.44" 0 0 100 0 0 0 0 0 0
"631" "Augastes_scutatus" "3" 0 0 0 0 70 30 0 0 0
"632" "Bartramia_longicauda" "158.92" 0 0 0 100 0 0 0 0 0
"633" "Baryphthengus_ruficapillus" "141.65" 0 0 0 50 20 30 0 0 0
"634" "Brotogeris_chiriri" "61.6" 0 0 0 30 30 20 20 0 0
"635" "Brotogeris_tirica" "63" 0 0 0 0 20 20 60 0 0
"636" "Buteogallus_coronatus" "2950" 0 0 0 100 0 0 0 0 0
"639" "Buteo_brachyurus" "496.01" 0 0 0 0 0 0 80 20 0
"640" "Buteo_nitidus" "519.04" 0 0 0 0 33 33 33 0 0
"641" "Chauna_torquata" "4400" 0 0 40 60 0 0 0 0 0
"643" "Campephilus_melanoleucos" "256" 0 0 0 0 0 100 0 0 0
"644" "Calliphlox_amethystina" "2.8" 0 0 0 0 50 40 0 10 0
"645" "Callonetta_leucophrys" "362.78" 0 0 100 0 0 0 0 0 0
"646" "Campephilus_robustus" "200" 0 0 0 0 30 40 30 0 0
"647" "Cariama_cristata" "1400" 0 0 0 60 40 0 0 0 0
"648" "Celeus_flavescens" "139" 0 0 0 20 30 50 0 0 0
"649" "Celeus_flavus" "147.33" 0 0 0 0 20 60 20 0 0
"650" "Celeus_lugubris" "137" 0 0 0 0 0 100 0 0 0
"652" "Celeus_tinnunculus" "134" 0 0 0 0 20 60 20 0 0
"653" "Elaenia_mesoleuca" "17.6" 0 0 0 0 20 40 40 0 0
"654" "Biatas_nigropectus" "42" 0 0 0 30 30 40 0 0 0
"655" "Acrobatornis_fonsecai" "13.7" 0 0 0 0 0 40 60 0 0
"656" "Alectrurus_tricolor" "16" 0 0 0 0 80 20 0 0 0
"657" "Anthus_nattereri" "19.5" 0 0 0 100 0 0 0 0 0
"659" "Asthenes_luizae" "28" 0 0 0 100 0 0 0 0 0
"661" "Carpornis_melanocephala" "64.19" 0 0 0 0 50 50 0 0 0
"662" "Cercomacra_brasiliana" "16.93" 0 0 0 0 70 30 0 0 0
"663" "Chiroxiphia_pareola" "16.84" 0 0 0 0 50 50 0 0 0
"664" "Cinclodes_fuscus" "30" 0 0 0 100 0 0 0 0 0
"665" "Chamaeza_meruloides" "69" 0 0 0 100 0 0 0 0 0
"666" "Corythopis_delalandi" "15" 0 0 0 80 20 0 0 0 0
"667" "Culicivora_caudacuta" "8" 0 0 0 0 100 0 0 0 0
"668" "Cyanocorax_cyanomelas" "207" 0 0 0 20 30 40 10 0 0
"669" "Dendrocolaptes_platyrostris" "61.7" 0 0 0 50 50 0 0 0 0
"670" "Dendroplex_picus" "41.34" 0 0 0 0 20 80 0 0 0
"671" "Formicivora_rufa" "10.8" 0 0 0 50 50 0 0 0 0
"672" "Dysithamnus_plumbeus" "20.5" 0 0 0 40 40 20 0 0 0
"673" "Dysithamnus_xanthopterus" "16.16" 0 0 0 0 0 100 0 0 0
"674" "Eleoscytalopus_indigoticus" "16.15" 0 0 0 60 40 0 0 0 0
"675" "Eleoscytalopus_psychopompus" "17.8" 0 0 0 50 30 20 0 0 0
"676" "Euscarthmus_rufomarginatus" "6" 0 0 0 20 80 0 0 0 0
"677" "Fluvicola_nengeta" "21" 0 0 0 60 40 0 0 0 0
"678" "Geositta_poeciloptera" "17.97" 0 0 0 100 0 0 0 0 0
"679" "Grallaria_varia" "119" 0 0 0 100 0 0 0 0 0
"680" "Hemitriccus_margaritaceiventer" "8.4" 0 0 0 0 40 60 0 0 0
"681" "Synallaxis_hellmayri" "25.49" 0 0 0 50 50 0 0 0 0
"682" "Hemitriccus_mirandae" "8.64" 0 0 0 0 10 90 0 0 0
"683" "Herpsilochmus_pileatus" "8.9" 0 0 0 0 0 70 30 0 0
"684" "Herpsilochmus_scapularis" "10.58" 0 0 0 0 0 100 0 0 0
"685" "Clibanornis_rectirostris" "48" 0 0 0 100 0 0 0 0 0
"686" "Hylophilus_pectoralis" NA NA 0 0 0 0 40 60 0 0
"687" "Hypoedaleus_guttatus" "38.8" 0 0 0 0 0 100 0 0 0
"688" "Lepidocolaptes_angustirostris" "29.59" 0 0 0 0 40 60 0 0 0
"689" "Lepidocolaptes_falcinellus" "27.92" 0 0 0 0 0 50 50 0 0
"690" "Sporophila_beltoni" NA NA 0 0 100 0 0 0 0 0
"691" "Chamaeza_campanisona" "90.58" 0 0 0 80 20 0 0 0 0
"692" "Empidonomus_varius" "27.1" 0 0 0 0 30 70 0 0 0
"693" "Furnarius_figulus" "28" 0 0 0 100 0 0 0 0 0
"694" "Heliobletus_contaminatus" "14" 0 0 0 0 0 50 50 0 0
"695" "Herpsilochmus_pectoralis" "10.86" 0 0 0 0 0 100 0 0 0
"696" "Knipolegus_nigerrimus" "20.3" 0 0 0 50 50 0 0 0 0
"697" "Conopias_trivirgatus" "24.36" 0 0 0 0 0 30 70 0 0
"698" "Drymophila_ochropyga" "10.5" 0 0 0 40 40 20 0 0 0
"699" "Drymophila_squamata" "10.8" 0 0 0 40 40 20 0 0 0
"700" "Amazilia_lactea" "4.6" 0 0 0 0 30 30 30 10 0
"701" "Chaetura_spinicaudus" "15.69" 0 0 0 0 20 10 20 50 0
"702" "Piaya_cayana" "101.98" 0 0 0 0 0 20 80 0 0
"703" "Piculus_aurulentus" "74.99" 0 0 0 0 0 100 0 0 0
"704" "Tigrisoma_fasciatum" "850" 0 0 50 50 0 0 0 0 0
"705" "Celeus_ochraceus" "139" 0 0 0 20 30 50 0 0 0
"706" "Nothura_minor" "165.8" 0 0 0 100 0 0 0 0 0
"707" "Piculus_chrysochloros" "88" 0 0 0 0 0 60 40 0 0
"708" "Pygochelidon_cyanoleuca" "9.7" 0 0 0 0 0 100 0 0 0
"709" "Pygochelidon_melanoleuca" "10.8" 0 0 0 0 30 20 20 30 0
"711" "Cyanocorax_chrysops" "166" 0 0 0 10 30 30 30 0 0
"712" "Cyanocorax_cristatellus" "178" 0 0 0 60 20 20 0 0 0
"713" "Donacobius_atricapilla" "36.8" 0 0 0 0 50 50 0 0 0
"714" "Hylophilus_amaurocephalus" "11.59" 0 0 0 0 30 30 40 0 0
"715" "Hemitriccus_striaticollis" "8.6" 0 0 0 0 0 100 0 0 0
"716" "Hemitriccus_griseipectus" "8.9" 0 0 0 0 0 100 0 0 0
"717" "Atticora_tibialis" "48" 0 0 0 100 0 0 0 0 0
"718" "Hirundinea_bellicosa" "30.6" 0 0 0 0 33 33 33 0 0
"719" "Machetornis_rixosa" "29.6" 0 0 0 100 0 0 0 0 0
"720" "Piprites_chloris" "16" 0 0 0 0 0 20 80 0 0
"721" "Serpophaga_griseicapilla" NA NA NA NA NA NA NA NA NA NA
"722" "Tachycineta_meyeni" "14.9" 0 0 0 0 80 20 0 0 0
"723" "Terenura_sicki" "6.4" 0 0 0 0 0 100 0 0 0
"724" "Xolmis_dominicanus" "42.8" 0 0 0 100 0 0 0 0 0
"725" "Cnemotriccus_fuscatus" "13.6" 0 0 0 40 40 20 0 0 0
"726" "Hylophilus_poicilotis" NA NA 0 0 0 20 60 20 0 0
"727" "Laniocera_hypopyrra" "51" 0 0 0 0 50 50 0 0 0
"728" "Alopochelidon_fucata" "13.96" 0 0 0 0 80 20 0 0 0
"729" "Phyllomyias_fasciatus" "10.3" 0 0 0 0 0 0 100 0 0
"730" "Phylloscartes_ventralis" "8.3" 0 0 0 0 0 100 0 0 0
"731" "Zimmerius_acer" "7.13" 0 0 0 0 0 0 100 0 0
"732" "Cranioleuca_vulpina" "15.7" 0 0 0 0 50 50 0 0 0
"733" "Capsiempis_flaveola" "7.7" 0 0 0 0 0 100 0 0 0
"735" "Attila_phoenicurus" "32.3" 0 0 0 0 33 33 33 0 0
"736" "Antrostomus_rufus" "94.2" 1 0 0 0 20 80 0 0 0
"737" "Amblyramphus_holosericeus" "56.76" 0 0 0 100 0 0 0 0 0
"738" "Ammodramus_humeralis" "15.99" 0 0 0 60 30 10 0 0 0
"739" "Arremon_semitorquatus" "28.08" 0 0 0 80 20 0 0 0 0
"740" "Myiothlypis_flaveola" "13.19" 0 0 0 60 40 0 0 0 0
"741" "Myiothlypis_leucoblephara" "15.1" 0 0 0 50 50 0 0 0 0
"742" "Campylorhynchus_turdinus" "32.6" 0 0 0 0 0 50 50 0 0
