"Accipiter_poliogaster" "Accipiter_superciliosus" "Acrobatornis_fonsecai" "Aegolius_harrisii" "Agelaioides_badius" "Agelaioides_fringillarius" "Agelasticus_cyanopus" "Agelasticus_thilius" "Alectrurus_risora" "Alectrurus_tricolor" "Alipiopsitta_xanthops" "Alopochelidon_fucata" "Amaurospiza_moesta" "Amazilia_fimbriata" "Amazilia_lactea" "Amazilia_leucogaster" "Amazilia_sapphirina" "Amazilia_versicolor" "Amazona_aestiva" "Amazona_amazonica" "Amazona_brasiliensis" "Amazona_farinosa" "Amazona_pretrei" "Amazona_rhodocorytha" "Amazona_vinacea" "Amazonetta_brasiliensis" "Amblyramphus_holosericeus" "Ammodramus_humeralis" "Anabacerthia_amaurotis" "Anabacerthia_lichtensteini" "Anabazenops_fuscus" "Anhima_cornuta" "Anodorhynchus_glaucus" "Anodorhynchus_hyacinthinus" "Anthracothorax_nigricollis" "Anthus_chacoensis" "Anthus_furcatus" "Anthus_hellmayri" "Anthus_lutescens" "Anthus_nattereri" "Antilophia_galeata" "Antrostomus_rufus" "Antrostomus_sericocaudatus" "Anumara_forbesi" "Anumbius_annumbi" "Aphantochroa_cirrochloris" "Ara_ararauna" "Ara_chloropterus" "Aramides_cajaneus" "Aramides_mangle" "Aramides_saracura" "Aramides_ypecaha" "Aratinga_auricapillus" "Aratinga_jandaya" "Ardea_cocoi" "Arremon_flavirostris" "Arremon_franciscanus" "Arremon_semitorquatus" "Arremon_taciturnus" "Arundinicola_leucocephala" "Asemospiza_fuliginosa" "Asthenes_luizae" "Asthenes_moreirae" "Atticora_tibialis" "Attila_phoenicurus" "Attila_rufus" "Augastes_scutatus" "Automolus_lammi" "Automolus_leucophthalmus" "Bartramia_longicauda" "Baryphthengus_ruficapillus" "Basileuterus_auricapilla" "Basileuterus_hypoleucus" "Batara_cinerea" "Biatas_nigropectus" "Brachygalba_lugubris" "Brotogeris_chiriri" "Brotogeris_tirica" "Buteo_brachyurus" "Buteo_nitidus" "Buteogallus_aequinoctialis" "Buteogallus_coronatus" "Buteogallus_lacernulatus" "Buteogallus_meridionalis" "Cacicus_cela" "Cacicus_chrysopterus" "Cacicus_haemorrhous" "Cacicus_solitarius" "Calidris_bairdii" "Calidris_subruficollis" "Calliphlox_amethystina" "Callonetta_leucophrys" "Calyptura_cristata" "Campephilus_melanoleucos" "Campephilus_robustus" "Camptostoma_obsoletum" "Campylopterus_largipennis" "Campylorhamphus_falcularius" "Campylorhamphus_trochilirostris" "Campylorhynchus_turdinus" "Cantorchilus_leucotis" "Cantorchilus_longirostris" "Capsiempis_flaveola" "Cariama_cristata" "Carpornis_cucullata" "Carpornis_melanocephala" "Caryothraustes_canadensis" "Casiornis_fuscus" "Casiornis_rufus" "Castanozoster_thoracicus" "Catharus_fuscescens" "Celeus_flavescens" "Celeus_flavus" "Celeus_galeatus" "Celeus_lugubris" "Celeus_ochraceus" "Celeus_tinnunculus" "Ceratopipra_rubrocapilla" "Cercomacra_brasiliana" "Cercomacroides_laeta" "Certhiaxis_cinnamomeus" "Chaetura_meridionalis" "Chaetura_spinicaudus" "Chamaeza_campanisona" "Chamaeza_meruloides" "Chamaeza_ruficauda" "Charadrius_modestus" "Charitospiza_eucosma" "Chauna_torquata" "Chelidoptera_tenebrosa" "Chiroxiphia_caudata" "Chiroxiphia_pareola" "Chloroceryle_aenea" "Chloroceryle_amazona" "Chloroceryle_inda" "Chlorophonia_cyanea" "Chlorostilbon_lucidus" "Chlorostilbon_notatus" "Chondrohierax_uncinatus" "Chordeiles_minor" "Chordeiles_nacunda" "Chordeiles_pusillus" "Chrysolampis_mosquitus" "Chrysomus_ruficapillus" "Ciccaba_huhula" "Ciccaba_virgata" "Cichlocolaptes_holti" "Cichlocolaptes_leucophrus" "Cichlocolaptes_mazarbarnetti" "Cichlopsis_leucogenys" "Ciconia_maguari" "Cinclodes_fuscus" "Cinclodes_pabsti" "Circus_buffoni" "Circus_cinereus" "Cissopis_leverianus" "Clibanornis_dendrocolaptoides" "Clibanornis_rectirostris" "Clytolaema_rubricauda" "Cnemotriccus_fuscatus" "Coccycua_cinerea" "Coccycua_minuta" "Coccyzus_americanus" "Coccyzus_euleri" "Colaptes_campestris" "Colaptes_campestroides" "Colaptes_melanochloros" "Colibri_serrirostris" "Colonia_colonus" "Columbina_cyanopis" "Columbina_picui" "Columbina_squammata" "Compsothraupis_loricata" "Conirostrum_bicolor" "Conirostrum_speciosum" "Conopias_trivirgatus" "Conopophaga_cearae" "Conopophaga_lineata" "Conopophaga_melanops" "Contopus_cinereus" "Coryphaspiza_melanotis" "Coryphospingus_cucullatus" "Coryphospingus_pileatus" "Corythopis_delalandi" "Coscoroba_coscoroba" "Cotinga_maculata" "Coturnicops_notatus" "Cranioleuca_obsoleta" "Cranioleuca_pallida" "Cranioleuca_semicinerea" "Cranioleuca_vulpina" "Crax_blumenbachii" "Crax_fasciolata" "Crotophaga_major" "Crypturellus_noctivagus" "Crypturellus_obsoletus" "Crypturellus_parvirostris" "Crypturellus_strigulosus" "Crypturellus_tataupa" "Crypturellus_undulatus" "Crypturellus_variegatus" "Culicivora_caudacuta" "Cyanocorax_chrysops" "Cyanocorax_coeruleus" "Cyanocorax_cristatellus" "Cyanocorax_cyanomelas" "Cyanocorax_cyanopogon" "Cyanoloxia_brissonii" "Cyanoloxia_glaucocaerulea" "Cygnus_melancoryphus" "Cypseloides_fumigatus" "Cypseloides_senex" "Cypsnagra_hirundinacea" "Dacnis_cayana" "Dacnis_nigripes" "Dendrocincla_turdina" "Dendrocolaptes_certhia" "Dendrocolaptes_platyrostris" "Dendrocygna_viduata" "Dendroplex_picus" "Diopsittaca_cumanensis" "Discosura_langsdorffi" "Discosura_longicaudus" "Donacobius_atricapilla" "Donacospiza_albifrons" "Dromococcyx_pavoninus" "Drymophila_ferruginea" "Drymophila_genei" "Drymophila_malura" "Drymophila_ochropyga" "Drymophila_rubricollis" "Drymophila_squamata" "Dysithamnus_plumbeus" "Dysithamnus_stictothorax" "Dysithamnus_xanthopterus" "Elaenia_albiceps" "Elaenia_chiriquensis" "Elaenia_cristata" "Elaenia_mesoleuca" "Elaenia_parvirostris" "Elaenia_sordida" "Elaenia_spectabilis" "Elanoides_forficatus" "Eleoscytalopus_indigoticus" "Eleoscytalopus_psychopompus" "Eleothreptus_anomalus" "Eleothreptus_candicans" "Emberizoides_herbicola" "Emberizoides_ypiranganus" "Embernagra_longicauda" "Embernagra_platensis" "Empidonomus_varius" "Eudocimus_ruber" "Eupetomena_macroura" "Euphonia_chalybea" "Euphonia_chlorotica" "Euphonia_cyanocephala" "Euphonia_laniirostris" "Euphonia_pectoralis" "Euphonia_violacea" "Euphonia_xanthogaster" "Eupsittula_aurea" "Eupsittula_cactorum" "Euscarthmus_meloryphus" "Euscarthmus_rufomarginatus" "Falco_rufigularis" "Florisuga_fusca" "Fluvicola_albiventer" "Fluvicola_nengeta" "Formicarius_colma" "Formicivora_acutirostris" "Formicivora_erythronotos" "Formicivora_grisea" "Formicivora_iheringi" "Formicivora_melanogaster" "Formicivora_paludicola" "Formicivora_rufa" "Formicivora_serrana" "Forpus_xanthopterygius" "Fulica_armillata" "Fulica_leucoptera" "Fulica_rufifrons" "Furnarius_figulus" "Furnarius_leucopus" "Furnarius_rufus" "Gallinago_undulata" "Gampsonyx_swainsonii" "Geositta_cunicularia" "Geositta_poeciloptera" "Geothlypis_aequinoctialis" "Geotrygon_violacea" "Geranoaetus_albicaudatus" "Geranoaetus_melanoleucus" "Glaucidium_minutissimum" "Glaucidium_mooreorum" "Glaucis_dohrnii" "Glaucis_hirsutus" "Gnorimopsar_chopi" "Grallaria_varia" "Griseotyrannus_aurantioatrocristatus" "Gubernatrix_cristata" "Gubernetes_yetapa" "Guira_guira" "Guyramemua_affinis" "Haplospiza_unicolor" "Harpagus_diodon" "Heliactin_bilophus" "Heliobletus_contaminatus" "Heliomaster_furcifer" "Heliomaster_squamosus" "Heliothryx_auritus" "Hemithraupis_flavicollis" "Hemithraupis_guira" "Hemithraupis_ruficapilla" "Hemitriccus_diops" "Hemitriccus_furcatus" "Hemitriccus_griseipectus" "Hemitriccus_kaempferi" "Hemitriccus_margaritaceiventer" "Hemitriccus_mirandae" "Hemitriccus_nidipendulus" "Hemitriccus_obsoletus" "Hemitriccus_orbitatus" "Hemitriccus_striaticollis" "Herpsilochmus_atricapillus" "Herpsilochmus_longirostris" "Herpsilochmus_pectoralis" "Herpsilochmus_pileatus" "Herpsilochmus_rufimarginatus" "Herpsilochmus_scapularis" "Herpsilochmus_sellowi" "Hirundinea_bellicosa" "Hoploxypterus_cayanus" "Hydropsalis_maculicaudus" "Hydropsalis_torquata" "Hylocharis_chrysura" "Hylocharis_cyanus" "Hylopezus_nattereri" "Hylopezus_ochroleucus" "Hylophilus_amaurocephalus" "Hylophilus_pectoralis" "Hylophilus_poicilotis" "Hylophilus_thoracicus" "Hymenops_perspicillatus" "Hypoedaleus_guttatus" "Ibycter_americanus" "Icterus_jamacaii" "Icterus_pyrrhopterus" "Ictinia_mississippiensis" "Ictinia_plumbea" "Ilicura_militaris" "Inezia_inornata" "Iodopleura_pipra" "Islerothraupis_cristata" "Ixobrychus_exilis" "Ixobrychus_involucris" "Jacamaralcyon_tridactyla" "Jacana_jacana" "Knipolegus_cyanirostris" "Knipolegus_lophotes" "Knipolegus_nigerrimus" "Laniisoma_elegans" "Laniocera_hypopyrra" "Larus_cirrocephalus" "Larus_maculipennis" "Laterallus_leucopyrrhus" "Laterallus_melanophaius" "Laterallus_xenopterus" "Lathrotriccus_euleri" "Legatus_leucophaius" "Leistes_superciliaris" "Lepidocolaptes_angustirostris" "Lepidocolaptes_falcinellus" "Lepidocolaptes_squamatus" "Leptasthenura_setaria" "Leptasthenura_striolata" "Leptodon_forbesi" "Leptopogon_amaurocephalus" "Leptotila_rufaxilla" "Lessonia_rufa" "Leucochloris_albicollis" "Limnoctites_rectirostris" "Limnornis_curvirostris" "Limosa_haemastica" "Lipaugus_ater" "Lipaugus_conditus" "Lipaugus_lanioides" "Lipaugus_vociferans" "Lochmias_nematura" "Lophornis_chalybeus" "Lophornis_magnificus" "Machaeropterus_regulus" "Machetornis_rixosa" "Mackenziaena_leachii" "Mackenziaena_severa" "Macropsalis_forcipata" "Malacoptila_striata" "Manacus_manacus" "Mareca_sibilatrix" "Megascops_atricapilla" "Megascops_choliba" "Megascops_sanctaecatarinae" "Megaxenops_parnaguae" "Melanerpes_candidus" "Melanerpes_flavifrons" "Melanopareia_torquata" "Mergus_octosetaceus" "Merulaxis_ater" "Mesembrinibis_cayennensis" "Micrastur_mintoni" "Micrastur_mirandollei" "Micrastur_semitorquatus" "Micropygia_schomburgkii" "Microspingus_cabanisi" "Microspingus_cinereus" "Microspingus_lateralis" "Milvago_chimachima" "Mimus_saturninus" "Mimus_triurus" "Mionectes_rufiventris" "Mitu_mitu" "Molothrus_rufoaxillaris" "Momotus_momota" "Monasa_morphoeus" "Monasa_nigrifrons" "Muscipipra_vetula" "Myiarchus_ferox" "Myiarchus_swainsoni" "Myiarchus_tyrannulus" "Myiobius_atricaudus" "Myiobius_barbatus" "Myiodynastes_solitarius" "Myiopagis_caniceps" "Myiopagis_gaimardii" "Myiophobus_fasciatus" "Myiopsitta_monachus" "Myiornis_auricularis" "Myiothlypis_flaveola" "Myiothlypis_leucoblephara" "Myiothlypis_leucophrys" "Myiothlypis_rivularis" "Myiozetetes_cayanensis" "Myiozetetes_similis" "Myrmoderus_loricatus" "Myrmoderus_ruficauda" "Myrmoderus_squamosus" "Myrmorchilus_strigilatus" "Myrmotherula_luctuosa" "Myrmotherula_minor" "Myrmotherula_snowi" "Myrmotherula_unicolor" "Myrmotherula_urosticta" "Nemosia_pileata" "Nemosia_rourei" "Neocrex_erythrops" "Neomorphus_geoffroyi" "Neopelma_aurifrons" "Neopelma_chrysolophum" "Neopelma_pallescens" "Neothraupis_fasciata" "Netta_erythrophthalma" "Nomonyx_dominicus" "Nonnula_rubecula" "Notharchus_swainsoni" "Nothura_boraquira" "Nothura_maculosa" "Nothura_minor" "Numenius_borealis" "Nyctibius_aethereus" "Nyctibius_grandis" "Nyctibius_griseus" "Nyctibius_leucopterus" "Nycticryphes_semicollaris" "Nyctipolus_hirundinaceus" "Nystalus_chacuru" "Nystalus_maculatus" "Odontophorus_capueira" "Onychorhynchus_swainsoni" "Orchesticus_abeillei" "Ornithion_inerme" "Ortalis_araucuan" "Ortalis_guttata" "Ortalis_squamata" "Orthogonys_chloricterus" "Orthopsittaca_manilatus" "Oxyruncus_cristatus" "Oxyura_vittata" "Pachyramphus_castaneus" "Pachyramphus_marginatus" "Pachyramphus_validus" "Pachyramphus_viridis" "Parabuteo_leucorrhous" "Paraclaravis_geoffroyi" "Pardirallus_nigricans" "Pardirallus_sanguinolentus" "Paroaria_capitata" "Paroaria_coronata" "Paroaria_dominicana" "Patagioenas_maculosa" "Patagioenas_picazuro" "Patagioenas_plumbea" "Patagioenas_speciosa" "Penelope_jacucaca" "Penelope_obscura" "Penelope_superciliaris" "Petrochelidon_pyrrhonota" "Phacellodomus_erythrophthalmus" "Phacellodomus_ferrugineigula" "Phacellodomus_ruber" "Phacellodomus_rufifrons" "Phacellodomus_striaticollis" "Phaeomyias_murina" "Phaethornis_eurynome" "Phaethornis_idaliae" "Phaethornis_malaris" "Phaethornis_pretrei" "Phaethornis_ruber" "Phaethornis_squalidus" "Phaetusa_simplex" "Phalcoboenus_chimango" "Pheucticus_aureoventris" "Pheugopedius_genibarbis" "Phibalura_flavirostris" "Philohydor_lictor" "Philydor_atricapillus" "Philydor_novaesi" "Philydor_rufum" "Phimosus_infuscatus" "Phleocryptes_melanops" "Phoenicopterus_chilensis" "Phyllomyias_burmeisteri" "Phyllomyias_fasciatus" "Phyllomyias_griseocapilla" "Phyllomyias_reiseri" "Phyllomyias_virescens" "Phylloscartes_beckeri" "Phylloscartes_ceciliae" "Phylloscartes_difficilis" "Phylloscartes_kronei" "Phylloscartes_oustaleti" "Phylloscartes_paulista" "Phylloscartes_roquettei" "Phylloscartes_sylviolus" "Phylloscartes_ventralis" "Phytotoma_rutila" "Piaya_cayana" "Piculus_aurulentus" "Piculus_chrysochloros" "Piculus_flavigula" "Picumnus_albosquamatus" "Picumnus_cirratus" "Picumnus_exilis" "Picumnus_fulvescens" "Picumnus_nebulosus" "Picumnus_pygmaeus" "Picumnus_temminckii" "Pilherodius_pileatus" "Pionopsitta_pileata" "Pionus_maximiliani" "Pionus_reichenowi" "Pipile_cumanensis" "Pipile_jacutinga" "Pipra_fasciicauda" "Pipraeidea_bonariensis" "Pipraeidea_melanonota" "Piprites_chloris" "Piprites_pileata" "Piranga_flava" "Platyrinchus_leucoryphus" "Platyrinchus_mystaceus" "Plegadis_chihi" "Pluvialis_dominica" "Podiceps_major" "Poecilotriccus_fumifrons" "Poecilotriccus_latirostris" "Poecilotriccus_plumbeiceps" "Pogonotriccus_eximius" "Polioptila_dumicola" "Polioptila_lactea" "Polystictus_pectoralis" "Polystictus_superciliaris" "Polytmus_guainumbi" "Poospiza_nigrorufa" "Porphyrio_flavirostris" "Porphyriops_melanops" "Porphyrospiza_caerulescens" "Porzana_albicollis" "Primolius_maracana" "Procnias_averano" "Procnias_nudicollis" "Progne_subis" "Progne_tapera" "Psarocolius_decumanus" "Pseudastur_polionotus" "Pseudocolopteryx_dinelliana" "Pseudocolopteryx_flaviventris" "Pseudocolopteryx_sclateri" "Pseudoleistes_guirahuro" "Pseudoleistes_virescens" "Pseudopipra_pipra" "Pseudoseisura_cristata" "Psilorhamphus_guttatus" "Psittacara_acuticaudatus" "Psittacara_leucophthalmus" "Pteroglossus_aracari" "Pteroglossus_bailloni" "Pteroglossus_castanotis" "Pteroglossus_inscriptus" "Pulsatrix_koeniswaldiana" "Pygochelidon_cyanoleuca" "Pygochelidon_melanoleuca" "Pyriglena_atra" "Pyriglena_leuconota" "Pyriglena_leucoptera" "Pyroderus_scutatus" "Pyrrhura_cruentata" "Pyrrhura_frontalis" "Pyrrhura_griseipectus" "Pyrrhura_leucotis" "Rallus_longirostris" "Ramphastos_ariel" "Ramphastos_culminatus" "Ramphastos_dicolorus" "Ramphastos_toco" "Ramphocelus_bresilius" "Ramphocelus_carbo" "Ramphodon_naevius" "Ramphotrigon_megacephalum" "Rhea_americana" "Rhopias_gularis" "Rhopornis_ardesiacus" "Rhynchocyclus_olivaceus" "Rhynchotus_rufescens" "Rhytipterna_simplex" "Rostrhamus_sociabilis" "Rufirallus_viridis" "Rupornis_magnirostris" "Sakesphorus_cristatus" "Saltator_atricollis" "Saltator_coerulescens" "Saltator_fuliginosus" "Saltator_maxillosus" "Saltator_similis" "Sarkidiornis_sylvicola" "Satrapa_icterophrys" "Schiffornis_turdina" "Schiffornis_virescens" "Schistochlamys_melanopis" "Schistochlamys_ruficapillus" "Schoeniophylax_phryganophilus" "Sclerurus_caudacutus" "Sclerurus_cearensis" "Sclerurus_scansor" "Scytalopus_gonzagai" "Scytalopus_iraiensis" "Scytalopus_novacapitalis" "Scytalopus_pachecoi" "Scytalopus_petrophilus" "Scytalopus_speluncae" "Selenidera_maculirostris" "Serpophaga_griseicapilla" "Serpophaga_nigricans" "Serpophaga_subcristata" "Setopagis_parvula" "Sicalis_citrina" "Sicalis_columbiana" "Sicalis_flaveola" "Sicalis_luteola" "Sirystes_sibilator" "Sittasomus_griseicapillus" "Spatula_platalea" "Spatula_versicolor" "Spinus_magellanicus" "Spinus_yarrellii" "Spizaetus_ornatus" "Spizaetus_tyrannus" "Sporophila_albogularis" "Sporophila_angolensis" "Sporophila_ardesiaca" "Sporophila_beltoni" "Sporophila_bouvreuil" "Sporophila_caerulescens" "Sporophila_cinnamomea" "Sporophila_collaris" "Sporophila_falcirostris" "Sporophila_frontalis" "Sporophila_hypochroma" "Sporophila_hypoxantha" "Sporophila_leucoptera" "Sporophila_lineola" "Sporophila_maximiliani" "Sporophila_melanogaster" "Sporophila_nigricollis" "Sporophila_palustris" "Sporophila_pileata" "Sporophila_plumbea" "Sporophila_ruficollis" "Steganopus_tricolor" "Stelgidopteryx_ruficollis" "Stephanophorus_diadematus" "Stephanoxis_lalandi" "Stephanoxis_loddigesii" "Sterna_hirundinacea" "Sterna_trudeaui" "Sternula_superciliaris" "Stigmatura_bahiae" "Stigmatura_budytoides" "Streptoprocne_biscutata" "Strix_hylophila" "Sublegatus_modestus" "Suiriri_suiriri" "Synallaxis_albescens" "Synallaxis_cinerascens" "Synallaxis_cinerea" "Synallaxis_frontalis" "Synallaxis_hellmayri" "Synallaxis_hypospodia" "Synallaxis_infuscata" "Synallaxis_ruficapilla" "Synallaxis_scutata" "Synallaxis_spixi" "Syndactyla_dimidiata" "Syndactyla_rufosuperciliata" "Syrigma_sibilatrix" "Systellura_longirostris" "Tachornis_squamata" "Tachuris_rubrigastra" "Tachycineta_albiventer" "Tachycineta_leucorrhoa" "Tachycineta_meyeni" "Tachyphonus_coronatus" "Tachyphonus_rufus" "Tangara_brasiliensis" "Tangara_cyanocephala" "Tangara_cyanomelas" "Tangara_cyanoptera" "Tangara_cyanoventris" "Tangara_desmaresti" "Tangara_fastuosa" "Tangara_flava" "Tangara_ornata" "Tangara_palmarum" "Tangara_peruviana" "Tangara_preciosa" "Tangara_sayaca" "Tangara_seledon" "Taoniscus_nanus" "Terenura_maculata" "Terenura_sicki" "Tersina_viridis" "Thalurania_furcata" "Thalurania_glaucopis" "Thalurania_watertonii" "Thamnomanes_caesius" "Thamnophilus_aethiops" "Thamnophilus_ambiguus" "Thamnophilus_caerulescens" "Thamnophilus_palliatus" "Thamnophilus_pelzelni" "Thamnophilus_ruficapillus" "Thamnophilus_torquatus" "Theristicus_caerulescens" "Theristicus_caudatus" "Thlypopsis_pyrrhocoma" "Thlypopsis_sordida" "Thripophaga_macroura" "Tigrisoma_fasciatum" "Tigrisoma_lineatum" "Tinamus_solitarius" "Tityra_braziliensis" "Tityra_inquisitor" "Todirostrum_poliocephalum" "Tolmomyias_flaviventris" "Tolmomyias_poliocephalus" "Touit_melanonotus" "Touit_surdus" "Trichothraupis_melanops" "Triclaria_malachitacea" "Trogon_aurantius" "Trogon_curucui" "Trogon_surrucura" "Trogon_viridis" "Turdus_albicollis" "Turdus_amaurochalinus" "Turdus_flavipes" "Turdus_fumigatus" "Turdus_leucomelas" "Turdus_rufiventris" "Turdus_subalaris" "Tyrannus_albogularis" "Tyrannus_savana" "Tyrannus_tyrannus" "Uropelia_campestris" "Vanellus_chilensis" "Veniliornis_affinis" "Veniliornis_maculifrons" "Veniliornis_mixtus" "Veniliornis_passerinus" "Veniliornis_spilogaster" "Vireo_chivi" "Vireo_olivaceus" "Xanthopsar_flavus" "Xenops_minutus" "Xenops_rutilus" "Xenopsaris_albinucha" "Xiphocolaptes_albicollis" "Xipholena_atropurpurea" "Xiphorhynchus_atlanticus" "Xiphorhynchus_fuscus" "Xiphorhynchus_guttatus" "Xolmis_cinereus" "Xolmis_dominicanus" "Xolmis_irupero" "Xolmis_velatus" "Zimmerius_acer"
"1" 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 1 0 1 0 1 1 1 0 0 1 0 0 1 1 1 0 0 1 1 1 0 1 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 1 1 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 1 1 1 0 1 1 1 0 1 1 0 0 1 1 0 1 0 1 1 1 0 1 1 0 0 0 0 0 1 0 1 1 0 0 1 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 1 0 0 1 1 1 0 0 0 1 0 1 0 1 1 0 1 1 0 1 0 1 1 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1 0 0 1 1 1 1 1 0 0 0 1 0 1 0 1 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 1 1 1 0 1 0 0 0 0 1 1 1 0 0 1 1 0 1 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 1 0 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 1 1 0 0 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 1 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 1 0 1 1 0 1 0 0 1 0 0 0 1 1 1 0 0 1 1 1 1 0 0 0 1 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 0 0 1 0 1 1 0
"2" 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 1 0 0 0 1 0 1 1 1 0 1 0 0 1 1 0 0 1 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 0 1 0 1 1 1 0 0 1 0 0 1 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 1 1 0 1 0 0 1 1 1 1 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 1 1 1 0 1 1 1 0 1 1 0 0 1 1 0 1 0 1 1 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 1 0 0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 0 1 1 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1 0 0 1 1 1 1 1 0 0 0 1 0 1 0 1 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 1 0 0 1 0 0 1 1 1 0 1 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 1 1 1 0 1 0 0 0 0 1 1 1 0 0 1 1 0 1 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 1 0 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 1 1 0 0 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 1 0 1 0 1 0 1 0 0 1 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 1 1 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 1 0 1 1 0 1 0 0 1 0 0 0 1 1 1 0 0 1 1 1 1 0 0 0 1 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 0 1 0 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 0
