"Adelophryne_pachydactyla" "Adenomera_ajurauna" "Adenomera_araucaria" "Adenomera_bokermanni" "Adenomera_diptyx" "Adenomera_hylaedactyla" "Adenomera_marmorata" "Adenomera_nana" "Adenomera_thomei" "Hylomantis_aspera" "Hylomantis_granulosa" "Allobates_olfersioides" "Ameerega_flavopicta" "Ameerega_picta" "Aparasphenodon_brunoi" "Aplastodiscus_albofrenatus" "Aplastodiscus_albosignatus" "Aplastodiscus_arildae" "Aplastodiscus_callipygius" "Aplastodiscus_cavicola" "Aplastodiscus_cochranae" "Aplastodiscus_ehrhardti" "Aplastodiscus_eugenioi" "Aplastodiscus_ibirapitanga" "Aplastodiscus_leucopygius" "Aplastodiscus_musicus" "Aplastodiscus_perviridis" "Aplastodiscus_sibilatus" "Aplastodiscus_weygoldti" "Arcovomer_passarellii" "Barycholos_ternetzi" "Hypsiboas_bandeirantes" "Hypsiboas_paranaiba" "Bokermannohyla_alvarengai" "Bokermannohyla_astartea" "Bokermannohyla_capra" "Bokermannohyla_caramaschii" "Bokermannohyla_carvalhoi" "Bokermannohyla_circumdata" "Bokermannohyla_claresignata" "Bokermannohyla_clepsydra" "Bokermannohyla_gouveai" "Bokermannohyla_hylax" "Bokermannohyla_izecksohni" "Bokermannohyla_luctuosa" "Bokermannohyla_martinsi" "Bokermannohyla_nanuzae" "Bokermannohyla_pseudopseudis" "Bokermannohyla_saxicola" "Bokermannohyla_sazimai" "Brachycephalus_didactylus" "Brachycephalus_ephippium" "Brachycephalus_ferruginus" "Brachycephalus_hermogenesi" "Brachycephalus_margaritatus" "Brachycephalus_pombali" "Brachycephalus_sulfuratus" "Brachycephalus_vertebralis" "Ceratophrys_aurita" "Chiasmocleis_albopunctata" "Chiasmocleis_atlantica" "Chiasmocleis_capixaba" "Chiasmocleis_carvalhoi" "Chiasmocleis_cordeiroi" "Chiasmocleis_crucis" "Chiasmocleis_leucosticta" "Chiasmocleis_schubarti" "Corythomantis_greeningi" "Crossodactylodes_bokermanni" "Crossodactylus_aeneus" "Crossodactylus_bokermanni" "Crossodactylus_caramaschii" "Crossodactylus_cyclospinus" "Crossodactylus_dispar" "Crossodactylus_fransciscanus" "Crossodactylus_gaudichaudii" "Crossodactylus_grandis" "Crossodactylus_schmidti" "Crossodactylus_timbuhy" "Crossodactylus_trachystomus" "Cycloramphus_acangatan" "Cycloramphus_asper" "Cycloramphus_bolitoglossus" "Cycloramphus_boraceiensis" "Cycloramphus_brasiliensis" "Cycloramphus_carvalhoi" "Cycloramphus_catarinensis" "Cycloramphus_diringshofeni" "Cycloramphus_dubius" "Cycloramphus_duseni" "Cycloramphus_eleutherodactylus" "Cycloramphus_fuliginosus" "Cycloramphus_granulosus" "Cycloramphus_izecksohni" "Cycloramphus_lutzorum" "Cycloramphus_migueli" "Cycloramphus_ohausi" "Cycloramphus_semipalmatus" "Cycloramphus_stejnegeri" "Cycloramphus_valae" "Dasypops_schirchi" "Dendrophryniscus_berthalutzae" "Dendrophryniscus_brevipollicatus" "Dendrophryniscus_carvalhoi" "Dendrophryniscus_krausae" "Dendrophryniscus_leucomystax" "Dendrophryniscus_proboscideus" "Dendropsophus_anceps" "Dendropsophus_baileyi" "Dendropsophus_berthalutzae" "Dendropsophus_bipunctatus" "Dendropsophus_branneri" "Dendropsophus_bromeliaceus" "Dendropsophus_cruzi" "Dendropsophus_decipiens" "Dendropsophus_dutrai" "Dendropsophus_elegans" "Dendropsophus_elianeae" "Dendropsophus_giesleri" "Dendropsophus_haddadi" "Dendropsophus_jimi" "Dendropsophus_meridianus" "Dendropsophus_microps" "Dendropsophus_minutus" "Dendropsophus_nahdereri" "Dendropsophus_nanus" "Dendropsophus_novaisi" "Dendropsophus_oliveirai" "Dendropsophus_pseudomeridianus" "Dendropsophus_rubicundulus" "Dendropsophus_ruschii" "Dendropsophus_sanborni" "Dendropsophus_seniculus" "Dendropsophus_soaresi" "Dendropsophus_studerae" "Dendropsophus_werneri" "Dermatonotus_muelleri" "Elachistocleis_bicolor" "Elachistocleis_cesarii" "Elachistocleis_erythrogaster" "Elachistocleis_ovalis" "Eleutherodactylus_bilineatus" "Euparkerella_brasiliensis" "Euparkerella_cochranae" "Fritziana_fissilis" "Fritziana_goeldii" "Fritziana_ohausi" "Frostius_erythrophthalmus" "Frostius_pernambucensis" "Gastrotheca_albolineata" "Gastrotheca_ernestoi" "Gastrotheca_fissipes" "Gastrotheca_fulvorufa" "Gastrotheca_microdiscus" "Haddadus_binotatus" "Holoaden_bradei" "Holoaden_luederwaldti" "Holoaden_pholeter" "Holoaden_suarezi" "Hylodes_asper" "Hylodes_babax" "Hylodes_cardosoi" "Hylodes_charadranaetes" "Hylodes_dactylocinus" "Hylodes_glaber" "Hylodes_heyeri" "Hylodes_lateristrigatus" "Hylodes_magalhaesi" "Hylodes_meridionalis" "Hylodes_mertensi" "Hylodes_nasus" "Hylodes_ornatus" "Hylodes_otavioi" "Hylodes_perplicatus" "Hylodes_phyllodes" "Hylodes_regius" "Hylodes_sazimai" "Hylodes_uai" "Hylodes_vanzolinii" "Hypsiboas_albomarginatus" "Hypsiboas_albopunctatus" "Hypsiboas_atlanticus" "Hypsiboas_bischoffi" "Hypsiboas_caingua" "Hypsiboas_cipoensis" "Hypsiboas_crepitans" "Hypsiboas_curupi" "Hypsiboas_cymbalum" "Hypsiboas_exastis" "Hypsiboas_faber" "Hypsiboas_geographicus" "Hypsiboas_goianus" "Hypsiboas_guentheri" "Hypsiboas_joaquini" "Hypsiboas_latistriatus" "Hypsiboas_leptolineatus" "Hypsiboas_lundii" "Hypsiboas_marginatus" "Hypsiboas_pardalis" "Hypsiboas_polytaenius" "Hypsiboas_pombali" "Hypsiboas_prasinus" "Hypsiboas_pulchellus" "Hypsiboas_punctatus" "Hypsiboas_raniceps" "Hypsiboas_secedens" "Hypsiboas_semiguttatus" "Hypsiboas_semilineatus" "Hypsiboas_stellae" "ID" "Ischnocnema_abdita" "Ischnocnema_bolbodactyla" "Ischnocnema_erythromera" "Ischnocnema_gualteri" "Ischnocnema_guentheri" "Ischnocnema_henselii" "Ischnocnema_hoehnei" "Ischnocnema_holti" "Ischnocnema_izecksohni" "Ischnocnema_juipoca" "Ischnocnema_lactea" "Ischnocnema_manezinho" "Ischnocnema_nasuta" "Ischnocnema_nigriventris" "Ischnocnema_octavioi" "Ischnocnema_parva" "Ischnocnema_penaxavantinho" "Ischnocnema_pusilla" "Ischnocnema_sambaqui" "Ischnocnema_spanios" "Ischnocnema_surda" "Ischnocnema_venancioi" "Ischnocnema_verrucosa" "Itapotihyla_langsdorffii" "Leptodactylus_caatingae" "Leptodactylus_camaquara" "Leptodactylus_chaquensis" "Leptodactylus_cunicularius" "Leptodactylus_cupreus" "Leptodactylus_elenae" "Leptodactylus_flavopictus" "Leptodactylus_furnarius" "Leptodactylus_fuscus" "Leptodactylus_gracilis" "Leptodactylus_hylodes" "Leptodactylus_labyrinthicus" "Leptodactylus_latinasus" "Leptodactylus_latrans" "Leptodactylus_mystaceus" "Leptodactylus_mystacinus" "Leptodactylus_natalensis" "Leptodactylus_notoaktites" "Leptodactylus_plaumanni" "Leptodactylus_podicipinus" "Leptodactylus_sertanejo" "Leptodactylus_spixi" "Leptodactylus_syphax" "Leptodactylus_troglodytes" "Leptodactylus_vastus" "Leptodactylus_viridis" "Limnomedusa_macroglossa" "Rana_palmipes" "Lysapsus_limellum" "Macrogenioglottus_alipioi" "Megaelosia_bocainensis" "Megaelosia_goeldii" "Megaelosia_jordanensis" "Megaelosia_lutzae" "Megaelosia_massarti" "Melanophryniscus_admirabilis" "Melanophryniscus_atroluteus" "Melanophryniscus_cambaraensis" "Melanophryniscus_dorsalis" "Melanophryniscus_fulvoguttatus" "Melanophryniscus_macrogranulosus" "Melanophryniscus_milanoi" "Melanophryniscus_moreirae" "Melanophryniscus_peritus" "Melanophryniscus_simplex" "Melanophryniscus_tumifrons" "Melanophryniscus_xanthostomus" "Myersiella_microps" "Odontophrynus_americanus" "Odontophrynus_carvalhoi" "Odontophrynus_cultripes" "Odontophrynus_maisuma" "Scinax_cosenzai" "Scinax_strigilatus" "Scinax_tripui" "Paratelmatobius_cardosoi" "Paratelmatobius_lutzii" "Paratelmatobius_mantiqueira" "Paratelmatobius_poecilogaster" "Phasmahyla_cochranae" "Phasmahyla_exilis" "Phasmahyla_guttata" "Phasmahyla_jandaia" "Phasmahyla_spectabilis" "Phasmahyla_timbo" "Phrynomedusa_appendiculata" "Phrynomedusa_marginata" "Phrynomedusa_vanzolinii" "Phyllodytes_acuminatus" "Phyllodytes_edelmoi" "Phyllodytes_gyrinaethes" "Phyllodytes_kautskyi" "Phyllodytes_luteolus" "Phyllodytes_maculosus" "Phyllodytes_megatympanum" "Phyllodytes_melanomystax" "Phyllodytes_tuberculosus" "Phyllodytes_wuchereri" "Phyllomedusa_bahiana" "Phyllomedusa_burmeisteri" "Phyllomedusa_distincta" "Phyllomedusa_iheringii" "Phyllomedusa_sauvagii" "Phyllomedusa_tetraploidea" "Physalaemus_aguirrei" "Physalaemus_albifrons" "Physalaemus_albonotatus" "Physalaemus_atlanticus" "Physalaemus_biligonigerus" "Physalaemus_caete" "Physalaemus_centralis" "Physalaemus_cicada" "Physalaemus_crombiei" "Physalaemus_cuvieri" "Physalaemus_deimaticus" "Physalaemus_erikae" "Physalaemus_evangelistai" "Physalaemus_feioi" "Physalaemus_gracilis" "Physalaemus_henselii" "Physalaemus_insperatus" "Physalaemus_jordanensis" "Physalaemus_kroyeri" "Physalaemus_lateristriga" "Physalaemus_lisei" "Physalaemus_maculiventris" "Physalaemus_marmoratus" "Physalaemus_maximus" "Physalaemus_moreirae" "Physalaemus_nanus" "Eupemphix_nattereri" "Physalaemus_obtectus" "Physalaemus_olfersii" "Physalaemus_orophilus" "Physalaemus_riograndensis" "Physalaemus_signifer" "Physalaemus_spiniger" "Pipa_carvalhoi" "Phyllomedusa_ayeaye" "Phyllomedusa_azurea" "Phyllomedusa_hypochondrialis" "Phyllomedusa_megacephala" "Phyllomedusa_nordestina" "Phyllomedusa_rohdei" "Pleurodema_alium" "Pleurodema_bibroni" "Pleurodema_diplolister" "Pristimantis_paulodutrai" "Pristimantis_ramagii" "Pristimantis_vinhai" "Proceratophrys_appendiculata" "Proceratophrys_avelinoi" "Proceratophrys_belzebul" "Proceratophrys_bigibbosa" "Proceratophrys_boiei" "Proceratophrys_brauni" "Proceratophrys_cristiceps" "Proceratophrys_cururu" "Proceratophrys_fryi" "Proceratophrys_izecksohni" "Proceratophrys_laticeps" "Proceratophrys_mantiqueira" "Proceratophrys_melanopogon" "Proceratophrys_moehringi" "Proceratophrys_moratoi" "Proceratophrys_palustris" "Proceratophrys_phyllostoma" "Proceratophrys_pombali" "Proceratophrys_renalis" "Proceratophrys_schirchi" "Proceratophrys_subguttata" "Pseudis_bolbodactyla" "Pseudis_cardosoi" "Pseudis_fusca" "Pseudis_minuta" "Pseudis_paradoxa" "Pseudis_platensis" "Pseudopaludicola_atragula" "Pseudopaludicola_falcipes" "Pseudopaludicola_mineira" "Pseudopaludicola_murundu" "Pseudopaludicola_mystacalis" "Pseudopaludicola_pocoto" "Pseudopaludicola_saltica" "Rhinella_abei" "Rhinella_achavali" "Rhinella_arenarum" "Rhinella_azarai" "Rhinella_bergi" "Rhinella_cerradensis" "Rhinella_crucifer" "Rhinella_diptycha" "Rhinella_dorbignyi" "Rhinella_fernandezae" "Rhinella_granulosa" "Rhinella_henseli" "Rhinella_hoogmoedi" "Rhinella_icterica" "Rhinella_jimi" "Rhinella_margaritifera" "Rhinella_mirandaribeiroi" "Rhinella_ocellata" "Rhinella_ornata" "Rhinella_pombali" "Rhinella_pygmaea" "Rhinella_rubescens" "Rhinella_schneideri" "Scinax_acuminatus" "Scinax_agilis" "Scinax_albicans" "Scinax_alter" "Scinax_angrensis" "Scinax_argyreornatus" "Scinax_ariadne" "Scinax_aromothyella" "Scinax_atratus" "Scinax_auratus" "Scinax_belloni" "Scinax_berthae" "Scinax_brieni" "Scinax_caissara" "Scinax_caldarum" "Scinax_camposseabrai" "Scinax_canastrensis" "Scinax_cardosoi" "Scinax_carnevallii" "Scinax_catharinae" "Scinax_centralis" "Scinax_cretatus" "Scinax_crospedospilus" "Scinax_curicica" "Scinax_cuspidatus" "Scinax_duartei" "Scinax_eurydice" "Scinax_flavoguttatus" "Scinax_fuscomarginatus" "Scinax_fuscovarius" "Scinax_granulatus" "Scinax_hayii" "Scinax_heyeri" "Scinax_hiemalis" "Scinax_humilis" "Scinax_imbegue" "Scinax_insperatus" "Scinax_juncae" "Scinax_kautskyi" "Scinax_littoralis" "Scinax_littoreus" "Scinax_longilineus" "Scinax_luizotavioi" "Scinax_machadoi" "Scinax_maracaya" "Scinax_melanodactylus" "Scinax_melloi" "Scinax_nasicus" "Scinax_obtriangulatus" "Scinax_pachycrus" "Scinax_perereca" "Scinax_perpusillus" "Scinax_pinima" "Scinax_ranki" "Scinax_rizibilis" "Scinax_rogerioi" "Scinax_rossaferesae" "Scinax_similis" "Scinax_skuki" "Scinax_squalirostris" "Scinax_trapicheiroi" "Scinax_tymbamirim" "Scinax_uruguayus" "Scinax_v-signatus" "Scinax_x-signatus" "Scythrophrys_sawayae" "Sphaenorhynchus_botocudo" "Sphaenorhynchus_bromelicola" "Sphaenorhynchus_caramaschii" "Sphaenorhynchus_orophilus" "Sphaenorhynchus_palustris" "Sphaenorhynchus_pauloalvini" "Sphaenorhynchus_planicola" "Sphaenorhynchus_prasinus" "Sphaenorhynchus_surdus" "Stereocyclops_incrassatus" "Stereocyclops_palmipes" "Stereocyclops_parkeri" "Thoropa_lutzi" "Thoropa_megatympanum" "Thoropa_miliaris" "Thoropa_petropolitana" "Thoropa_saxatilis" "Thoropa_taophora" "Trachycephalus_atlas" "Trachycephalus_dibernardoi" "Trachycephalus_imitatrix" "Trachycephalus_lepidus" "Trachycephalus_mesophaeus" "Trachycephalus_nigromaculatus" "Trachycephalus_typhonius" "Vitreorana_baliomma" "Vitreorana_eurygnatha" "Vitreorana_parvula" "Vitreorana_uranoscopa" "Xenohyla_eugenioi" "Xenohyla_truncata" "Zachaenus_parvulus"
"1" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"2" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"3" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 1 1 1 0 1 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
