"V1" "V2" "id" "site_region" "mean_age_arrival"
"0" -55.399663561 -22.62276882 31 "1" 1e-04
"1" -55.399663561 -23.12276882 32 "1" 1e-04
"2" -55.399663561 -23.62276882 33 "1" 1e-04
"3" -55.399663561 -28.12276882 42 "2" 0.0307729483200019
"4" -54.899663561 -22.12276882 76 "3" 6.32139350052112
"5" -54.899663561 -22.62276882 77 "3" 6.32139350052112
"6" -54.899663561 -23.12276882 78 "3" 6.53321832084181
"7" -54.899663561 -23.62276882 79 "3" 6.48577375636791
"8" -54.899663561 -27.62276882 87 "2" 0.0285008780740759
"9" -54.899663561 -28.12276882 88 "2" 0.0313989268571448
"10" -54.399663561 -21.62276882 121 "3" 6.7122518315445
"11" -54.399663561 -22.12276882 122 "4" 95.0347211840697
"12" -54.399663561 -22.62276882 123 "4" 95.0347211840697
"13" -54.399663561 -23.12276882 124 "3" 6.01174413475712
"14" -54.399663561 -23.62276882 125 "4" 93.432136773172
"15" -54.399663561 -24.12276882 126 "4" 90.5988220186959
"16" -54.399663561 -24.62276882 127 "4" 86.061390567976
"17" -54.399663561 -25.12276882 128 "3" 5.57073224991196
"18" -54.399663561 -25.62276882 129 "3" 5.14871465522166
"19" -54.399663561 -27.62276882 133 "2" 0.0285008780740759
"20" -54.399663561 -28.12276882 134 "2" 0.0307729483200019
"21" -53.899663561 -22.12276882 168 "4" 95.0347211840697
"22" -53.899663561 -22.62276882 169 "4" 93.3559625387226
"23" -53.899663561 -23.12276882 170 "4" 88.8334566110131
"24" -53.899663561 -23.62276882 171 "4" 87.9149089703641
"25" -53.899663561 -24.12276882 172 "4" 88.2097090698594
"26" -53.899663561 -24.62276882 173 "4" 90.8180329532285
"27" -53.899663561 -25.12276882 174 "4" 86.7429423272247
"28" -53.899663561 -25.62276882 175 "3" 5.28564562232233
"29" -53.899663561 -26.12276882 176 "3" 5.36954317188301
"30" -53.899663561 -26.62276882 177 "3" 5.42178833169202
"31" -53.899663561 -27.12276882 178 "4" 81.7510049908505
"32" -53.899663561 -27.62276882 179 "4" 88.0880404845012
"33" -53.899663561 -28.12276882 180 "2" 0.0295932195384634
"34" -53.899663561 -29.62276882 183 "2" 0.0307729483200019
"35" -53.399663561 -22.12276882 214 "4" 94.908240233459
"36" -53.399663561 -22.62276882 215 "4" 90.31401255453
"37" -53.399663561 -23.12276882 216 "3" 5.81865850449973
"38" -53.399663561 -23.62276882 217 "4" 92.1991640226935
"39" -53.399663561 -24.12276882 218 "4" 92.1466996757563
"40" -53.399663561 -24.62276882 219 "4" 90.8180329532285
"41" -53.399663561 -25.12276882 220 "4" 84.0376529326335
"42" -53.399663561 -25.62276882 221 "4" 80.1895584138151
"43" -53.399663561 -26.12276882 222 "4" 82.4106302328248
"44" -53.399663561 -26.62276882 223 "4" 80.7080997590873
"45" -53.399663561 -27.12276882 224 "3" 5.48812883935092
"46" -53.399663561 -27.62276882 225 "4" 88.5684146235131
"47" -53.399663561 -29.12276882 228 "2" 1e-04
"48" -53.399663561 -29.62276882 229 "2" 1e-04
"49" -52.899663561 -22.12276882 260 "2" 0.0265421968275879
"50" -52.899663561 -22.62276882 261 "4" 90.5170835331414
"51" -52.899663561 -23.12276882 262 "4" 92.1232017877534
"52" -52.899663561 -23.62276882 263 "4" 92.1466996757563
"53" -52.899663561 -24.12276882 264 "4" 92.1466996757563
"54" -52.899663561 -24.62276882 265 "2" 1e-04
"55" -52.899663561 -25.12276882 266 "4" 84.1613497579151
"56" -52.899663561 -25.62276882 267 "4" 82.701578099239
"57" -52.899663561 -26.12276882 268 "4" 81.059637933926
"58" -52.899663561 -26.62276882 269 "4" 78.7326096772196
"59" -52.899663561 -27.12276882 270 "4" 78.9710332728661
"60" -52.899663561 -27.62276882 271 "4" 88.5684146235131
"61" -52.899663561 -28.12276882 272 "4" 90.2716514431961
"62" -52.899663561 -28.62276882 273 "2" 1e-04
"63" -52.899663561 -29.12276882 274 "2" 1e-04
"64" -52.899663561 -29.62276882 275 "2" 1e-04
"65" -52.399663561 -22.12276882 306 "4" 90.5741416930492
"66" -52.399663561 -22.62276882 307 "4" 93.5647473361969
"67" -52.399663561 -23.12276882 308 "4" 90.6109230144937
"68" -52.399663561 -23.62276882 309 "4" 92.1466996757563
"69" -52.399663561 -24.12276882 310 "4" 89.2580008306844
"70" -52.399663561 -24.62276882 311 "2" 1e-04
"71" -52.399663561 -25.12276882 312 "4" 80.9253307931473
"72" -52.399663561 -25.62276882 313 "4" 81.059637933926
"73" -52.399663561 -26.12276882 314 "4" 82.2258070146564
"74" -52.399663561 -26.62276882 315 "4" 80.3095236673215
"75" -52.399663561 -27.12276882 316 "3" 5.97287830322979
"76" -52.399663561 -27.62276882 317 "4" 84.2436118653639
"77" -52.399663561 -28.12276882 318 "4" 88.5684146235131
"78" -52.399663561 -28.62276882 319 "4" 90.2716514431961
"79" -52.399663561 -29.12276882 320 "2" 1e-04
"80" -52.399663561 -29.62276882 321 "2" 1e-04
"81" -51.899663561 -21.12276882 350 "4" 87.1450003738453
"82" -51.899663561 -21.62276882 351 "4" 89.035737203817
"83" -51.899663561 -22.12276882 352 "4" 91.9549384236143
"84" -51.899663561 -22.62276882 353 "4" 96.5723299939358
"85" -51.899663561 -23.12276882 354 "4" 93.7312559183142
"86" -51.899663561 -23.62276882 355 "4" 89.2580008306844
"87" -51.899663561 -24.12276882 356 "4" 89.5423280340154
"88" -51.899663561 -24.62276882 357 "2" 1e-04
"89" -51.899663561 -25.12276882 358 "4" 83.269982863861
"90" -51.899663561 -25.62276882 359 "4" 80.8778446045801
"91" -51.899663561 -26.12276882 360 "4" 80.8778446045801
"92" -51.899663561 -26.62276882 361 "4" 78.9710332728661
"93" -51.899663561 -27.12276882 362 "4" 78.9710332728661
"94" -51.899663561 -27.62276882 363 "4" 83.4088427890729
"95" -51.899663561 -28.12276882 364 "4" 90.3145537635098
"96" -51.899663561 -28.62276882 365 "4" 88.5684146235131
"97" -51.899663561 -29.12276882 366 "2" 1e-04
"98" -51.899663561 -29.62276882 367 "2" 1e-04
"99" -51.399663561 -20.12276882 394 "2" 0.0692376306466134
"100" -51.399663561 -20.62276882 395 "2" 0.0669708230844294
"101" -51.399663561 -21.12276882 396 "4" 94.8206708270743
"102" -51.399663561 -21.62276882 397 "4" 90.4398552609523
"103" -51.399663561 -22.12276882 398 "4" 92.0683175811318
"104" -51.399663561 -22.62276882 399 "4" 98.1306102255051
"105" -51.399663561 -23.12276882 400 "4" 95.2419113804331
"106" -51.399663561 -23.62276882 401 "4" 92.1693641373493
"107" -51.399663561 -24.12276882 402 "4" 91.0976213698374
"108" -51.399663561 -24.62276882 403 "4" 86.5352269726961
"109" -51.399663561 -25.12276882 404 "4" 82.0186970759217
"110" -51.399663561 -25.62276882 405 "4" 80.8778446045801
"111" -51.399663561 -26.12276882 406 "4" 81.2128341121066
"112" -51.399663561 -26.62276882 407 "4" 80.6741299107426
"113" -51.399663561 -27.12276882 408 "3" 5.97287830322979
"114" -51.399663561 -27.62276882 409 "4" 82.9093877201383
"115" -51.399663561 -28.12276882 410 "3" 5.69205715221258
"116" -51.399663561 -28.62276882 411 "3" 5.69205715221258
"117" -51.399663561 -29.12276882 412 "4" 85.7791719219932
"118" -51.399663561 -29.62276882 413 "2" 1e-04
"119" -50.899663561 -18.62276882 437 "2" 0.0692376306466134
"120" -50.899663561 -19.12276882 438 "4" 89.2592452543819
"121" -50.899663561 -19.62276882 439 "4" 87.7737132498844
"122" -50.899663561 -20.12276882 440 "4" 87.3242826355839
"123" -50.899663561 -20.62276882 441 "4" 88.6651761902181
"124" -50.899663561 -21.12276882 442 "4" 88.7558266132164
"125" -50.899663561 -21.62276882 443 "4" 89.0915434630268
"126" -50.899663561 -22.12276882 444 "4" 92.0486774737636
"127" -50.899663561 -22.62276882 445 "4" 90.9660065057603
"128" -50.899663561 -23.12276882 446 "4" 90.7871453268878
"129" -50.899663561 -23.62276882 447 "4" 85.7262033453411
"130" -50.899663561 -24.12276882 448 "4" 86.9226177489264
"131" -50.899663561 -24.62276882 449 "4" 80.6741299107426
"132" -50.899663561 -25.12276882 450 "4" 79.5733648528933
"133" -50.899663561 -25.62276882 451 "4" 79.5733648528933
"134" -50.899663561 -26.12276882 452 "4" 77.1243251397857
"135" -50.899663561 -26.62276882 453 "3" 6.26432866389156
"136" -50.899663561 -27.12276882 454 "3" 6.26432866389156
"137" -50.899663561 -27.62276882 455 "4" 80.6781026584049
"138" -50.899663561 -28.12276882 456 "3" 5.40263560210007
"139" -50.899663561 -28.62276882 457 "3" 5.98888998090962
"140" -50.899663561 -29.12276882 458 "4" 85.7557122161338
"141" -50.899663561 -29.62276882 459 "4" 85.7557122161338
"142" -50.399663561 -18.62276882 483 "2" 0.0692376306466134
"143" -50.399663561 -19.12276882 484 "4" 87.8195816212467
"144" -50.399663561 -19.62276882 485 "4" 89.2126249425055
"145" -50.399663561 -20.12276882 486 "4" 89.2126249425055
"146" -50.399663561 -20.62276882 487 "4" 87.041128742061
"147" -50.399663561 -21.12276882 488 "4" 88.8901337539951
"148" -50.399663561 -21.62276882 489 "4" 86.2632436705498
"149" -50.399663561 -22.12276882 490 "4" 87.772566866062
"150" -50.399663561 -22.62276882 491 "4" 88.019385620454
"151" -50.399663561 -23.12276882 492 "3" 6.06546426186326
"152" -50.399663561 -23.62276882 493 "3" 5.70454966383628
"153" -50.399663561 -24.12276882 494 "3" 5.76476643232666
"154" -50.399663561 -24.62276882 495 "3" 5.84907027953425
"155" -50.399663561 -25.12276882 496 "4" 75.9377985991736
"156" -50.399663561 -25.62276882 497 "3" 5.87883766919054
"157" -50.399663561 -26.12276882 498 "3" 6.06848267812402
"158" -50.399663561 -26.62276882 499 "3" 6.2581196368154
"159" -50.399663561 -27.12276882 500 "3" 6.2581196368154
"160" -50.399663561 -27.62276882 501 "3" 6.16174602375643
"161" -50.399663561 -28.12276882 502 "3" 5.80557820875489
"162" -50.399663561 -28.62276882 503 "3" 5.87036121390965
