"V1" "V2" "id" "mean_age_arrival" "diversification_model_based" "diversification"
"0" -55.399663561 -22.62276882 31 0.579188723983139 0.00149943462133158 0.0539186272754078
"1" -55.399663561 -23.12276882 32 0.614587490100774 0.00175745868185229 0.0541424883099018
"2" -55.399663561 -23.62276882 33 0.557865567937626 0.00158979465387542 0.0535214797624332
"3" -55.399663561 -28.12276882 42 42.0150507277186 0.0253101131957832 0.0542293511080161
"4" -54.899663561 -22.12276882 76 0.501099213319376 0.0012810439133633 0.0547691874220338
"5" -54.899663561 -22.62276882 77 0.567166120717053 0.00148095014906916 0.0544077853416487
"6" -54.899663561 -23.12276882 78 0.574691722115125 0.00146074993687949 0.0540277060434511
"7" -54.899663561 -23.62276882 79 0.547755013836038 0.00156086703080599 0.0536409101741493
"8" -54.899663561 -27.62276882 87 39.9472191516772 0.0249429918900594 0.0543873478985908
"9" -54.899663561 -28.12276882 88 41.1850992783849 0.0247490016231979 0.0536376807443388
"10" -54.399663561 -21.62276882 121 0.358007685790739 0.00124379481951358 0.0555155577557153
"11" -54.399663561 -22.12276882 122 0.54357870128852 0.0013953633005807 0.0550812390632861
"12" -54.399663561 -22.62276882 123 37.5743152139961 0.0234103149751031 0.0542646861949939
"13" -54.399663561 -23.12276882 124 37.417434131089 0.0231738739315372 0.0541117427697974
"14" -54.399663561 -23.62276882 125 37.6807393458549 0.0236657620147261 0.0545424588936267
"15" -54.399663561 -24.12276882 126 39.2469220511471 0.0248497921139623 0.0542811911695309
"16" -54.399663561 -24.62276882 127 38.547523906957 0.0241333054522762 0.054533704743588
"17" -54.399663561 -25.12276882 128 39.1023338693379 0.0236811368272364 0.0543006010859851
"18" -54.399663561 -25.62276882 129 38.9257766527496 0.0244917279998259 0.0542888418639878
"19" -54.399663561 -27.62276882 133 40.3045050938116 0.0242885150876204 0.053323306342499
"20" -54.399663561 -28.12276882 134 43.3933553452146 0.0245227988214671 0.0528371638391755
"21" -53.899663561 -22.12276882 168 36.8238753278548 0.0234202962827455 0.0548899702492721
"22" -53.899663561 -22.62276882 169 36.5454797942572 0.0231137432619983 0.0545127925309753
"23" -53.899663561 -23.12276882 170 36.9616690118295 0.0234617460181546 0.0545642882882241
"24" -53.899663561 -23.62276882 171 37.5080712216433 0.0241570825236956 0.0541301280540946
"25" -53.899663561 -24.12276882 172 39.1489114254416 0.02403627059735 0.0537236489227878
"26" -53.899663561 -24.62276882 173 38.9948257556359 0.0237463159546556 0.0540993482181103
"27" -53.899663561 -25.12276882 174 39.2031223498554 0.023338289024609 0.0537673074481558
"28" -53.899663561 -25.62276882 175 39.0899789604187 0.0240836947739841 0.0532856680816461
"29" -53.899663561 -26.12276882 176 39.6140373326159 0.0242369746955445 0.0532096353889513
"30" -53.899663561 -26.62276882 177 39.6054483637957 0.0235144188142652 0.0530697410343147
"31" -53.899663561 -27.12276882 178 40.9220588898785 0.024421280956037 0.0532515462981656
"32" -53.899663561 -27.62276882 179 40.9864485689683 0.0242441849143758 0.0533479904772519
"33" -53.899663561 -28.12276882 180 43.1024361516095 0.0240541798705008 0.0530470805677773
"34" -53.899663561 -29.62276882 183 44.8443410168863 0.0259784765465305 0.0512495601513906
"35" -53.399663561 -22.12276882 214 36.3088648403301 0.0229177874601509 0.0545851944882041
"36" -53.399663561 -22.62276882 215 1.59218953250152 0.00453843888363918 0.0544018600139653
"37" -53.399663561 -23.12276882 216 37.3145253278097 0.0233718157237224 0.0543461192720276
"38" -53.399663561 -23.62276882 217 37.5747569170251 0.0237526893696245 0.053946302182216
"39" -53.399663561 -24.12276882 218 39.4042147334546 0.0231416705996307 0.0529805897247446
"40" -53.399663561 -24.62276882 219 39.6513561281959 0.0235582774034374 0.053489951594405
"41" -53.399663561 -25.12276882 220 40.013787204579 0.0237183394123341 0.0529245526597582
"42" -53.399663561 -25.62276882 221 40.5150396350821 0.0237708264213217 0.0524660030590927
"43" -53.399663561 -26.12276882 222 40.72172484249 0.0235011262265259 0.0523892955128136
"44" -53.399663561 -26.62276882 223 41.4704780736924 0.0230344644733253 0.0519820782048456
"45" -53.399663561 -27.12276882 224 42.2954020575772 0.0233476058840898 0.0520610365278786
"46" -53.399663561 -27.62276882 225 40.805069207082 0.0233302958002081 0.052654530117992
"47" -53.399663561 -29.12276882 228 43.2102092304755 0.0248961016734577 0.0520571456113558
"48" -53.399663561 -29.62276882 229 44.2901022202999 0.0260117818763409 0.050884325380967
"49" -52.899663561 -22.12276882 260 37.0905235143164 0.0229125025094336 0.0539686270049153
"50" -52.899663561 -22.62276882 261 37.3298565981346 0.0232165959833357 0.0540698034051625
"51" -52.899663561 -23.12276882 262 37.5374809532044 0.0239970151909561 0.0541471743834303
"52" -52.899663561 -23.62276882 263 0.737789454826499 0.00142726484761661 0.0533698388938219
"53" -52.899663561 -24.12276882 264 39.2963275491432 0.0231174583998431 0.0529426603915092
"54" -52.899663561 -24.62276882 265 39.7573292233014 0.0230343262393706 0.0528346915435448
"55" -52.899663561 -25.12276882 266 39.6065289761782 0.0235674989541914 0.0527504168081043
"56" -52.899663561 -25.62276882 267 40.3488842898734 0.0235260520964242 0.0522874712233361
"57" -52.899663561 -26.12276882 268 41.6376951860474 0.0235228506857842 0.0520782980891603
"58" -52.899663561 -26.62276882 269 42.0802964098968 0.02302994666859 0.0521906560114276
"59" -52.899663561 -27.12276882 270 41.7404863237826 0.0228139086196279 0.0530028651500579
"60" -52.899663561 -27.62276882 271 40.3119774519283 0.0229017652877754 0.0530389773335113
