382	4	(A B C D)
Eunectes_notaeus	0010
Eurolophosaurus_nanuzae	0001
Gomesophis_brasiliensis	1011
Gymnodactylus_darwinii	0101
Gymnodactylus_guttulatus	0001
Gymnodactylus_vanzolinii	0100
Gymnophthalmus_lineatus	0100
Helicops_angulatus	0101
Helicops_carinicaudus	0001
Helicops_gomesi	0011
Helicops_infrataeniatus	1010
Helicops_leopardinus	0011
Helicops_modestus	0011
Hemidactylus_brasilianus	0100
Hemidactylus_mabouia	0010
Heterodactylus_imbricatus	0001
Heterodactylus_lundii	0001
Heterodactylus_septentrionalis	0100
Homonota_uruguayensis	0010
Hoplocercus_spinosus	0001
Hydrodynastes_bicinctus	0011
Hydrodynastes_gigas	1011
Hydrops_caesurus	0010
Iguana_iguana	0001
Imantodes_cenchoa	0001
Kentropyx_calcarata	0101
Kentropyx_paulensis	0011
Kentropyx_vanzoi	0011
Kentropyx_viridistriga	0010
Lachesis_muta	0101
Leposoma_annectans	0100
Leposoma_nanodactylus	0100
Leposoma_puk	0100
Leposoma_scincoides	0101
Leposoma_sinepollex	0100
Leptodeira_annulata	0001
Leptophis_ahaetulla	0011
Lioheterophis_iheringi	0100
Liolaemus_arambarensis	0001
Liolaemus_lutzae	0101
Liolaemus_occipitalis	0010
Liotyphlops_beui	1001
Liotyphlops_caissara	0011
Liotyphlops_schubarti	0001
Liotyphlops_ternetzii	1011
Liotyphlops_trefauti	0100
Liotyphlops_wilderi	0001
Lygophis_anomalus	1010
Lygophis_dilepis	1001
Lygophis_flavifrenatus	1010
Lygophis_meridionalis	1011
Lygophis_paucidens	0101
Manciola_guaporicola	0011
Mastigodryas_bifossatus	0011
Mastigodryas_boddaerti	0001
Micrablepharus_atticolus	0011
Micrablepharus_maximiliani	0101
Micrurus_altirostris	1010
Micrurus_baliocoryphus	0010
Micrurus_brasiliensis	0101
Micrurus_corallinus	0011
Micrurus_decoratus	0011
Micrurus_frontalis	0001
Micrurus_ibiboboca	0101
Micrurus_lemniscatus	0001
Micrurus_potyguara	0100
Micrurus_pyrrhocryptus	1010
Micrurus_silviae	0010
Mussurana_bicolor	1010
Mussurana_montana	0001
Mussurana_quimi	0001
Notomabuya_frenata	0011
Ophiodes_fragilis	1011
Ophiodes_striatus	0011
Oxybelis_aeneus	0101
Oxyrhopus_clathratus	0011
Oxyrhopus_formosus	0101
Oxyrhopus_guibei	0001
Oxyrhopus_petolarius	0001
Oxyrhopus_rhombifer	0011
Oxyrhopus_trigeminus	0001
Paraphimophis_rusticus	1010
Phalotris_bilineatus	0010
Phalotris_concolor	0001
Phalotris_lativittatus	0011
Phalotris_lemniscatus	1010
Phalotris_matogrossensis	1010
Phalotris_mertensi	0011
Phalotris_multipunctatus	0011
Phalotris_nasutus	0001
Phalotris_tricolor	1010
Philodryas_aestiva	1011
Philodryas_agassizii	1011
Philodryas_arnaldoi	0010
Philodryas_laticeps	1011
Philodryas_livida	0011
Philodryas_mattogrossensis	0011
Philodryas_nattereri	0101
Philodryas_olfersii	0011
Philodryas_patagoniensis	0011
Philodryas_psammophidea	1010
Philodryas_viridissima	0100
Phimophis_guerini	0011
Phyllopezus_lutzae	0100
Phyllopezus_periosus	0100
Phyllopezus_pollicaris	0001
Placosoma_cipoense	0001
Placosoma_cordylinum	0011
Placosoma_glabellum	0001
Polychrus_acutirostris	0001
Polychrus_marmoratus	0101
Pseudoboa_haasi	1010
Pseudoboa_nigra	0101
Pseudoboa_serrana	0001
Pseudoeryx_plicatilis	0011
Psomophis_joberti	0111
Psomophis_obtusus	0010
Psychosaura_agmosticha	0100
Psychosaura_macrorhyncha	0101
Ptychophis_flavovirgatus	1010
Rhachidelus_brazili	1011
Rhachisaurus_brachylepis	0001
Rodriguesophis_iglesiasi	0101
Salvator_duseni	0011
Salvator_merianae	0011
Scriptosaura_catimbau	0100
Sibynomorphus_mikanii	0001
Sibynomorphus_neuwiedi	0101
Sibynomorphus_turgidus	1011
Sibynomorphus_ventrimaculatus	1011
Simophis_rhinostoma	1001
Siphlophis_compressus	0101
Siphlophis_leucocephalus	0100
Siphlophis_longicaudatus	0001
Siphlophis_pulcher	0001
Siphlophis_worontzowi	0010
Sordellina_punctata	1010
Spilotes_pullatus	0011
Spilotes_sulphureus	0101
Stenocercus_azureus	1010
Stenocercus_caducus	0010
Stenolepis_ridleyi	0100
Strobilurus_torquatus	0100
Taeniophallus_affinis	0001
Taeniophallus_bilineatus	1011
Taeniophallus_occipitalis	0011
Taeniophallus_persimilis	0011
Taeniophallus_poecilopogon	0010
Tantilla_boipiranga	0001
Tantilla_melanocephala	0011
Teius_oculatus	0010
Thamnodynastes_almae	0100
Thamnodynastes_hypoconia	0011
Thamnodynastes_lanei	0010
Thamnodynastes_longicaudus	0011
Thamnodynastes_pallidus	0100
Thamnodynastes_rutilus	0011
Thamnodynastes_sertanejo	0100
Thamnodynastes_strigatus	1011
Tomodon_dorsatum	1010
Tomodon_ocellatus	0010
Trilepida_brasiliensis	0101
Trilepida_jani	0101
Trilepida_koppesi	0011
Trilepida_salgueiroi	0101
Tropidodryas_serra	0001
Tropidodryas_striaticeps	0001
Tropidophis_grapiuna	0100
Tropidophis_paucisquamis	0001
Tropidophis_preciosus	0001
Tropidurus_catalanensis	1010
Tropidurus_erythrocephalus	0100
Tropidurus_etheridgei	1011
Tropidurus_guarani	0011
Tropidurus_hispidus	0101
Tropidurus_hygomi	0100
Tropidurus_itambere	0011
Tropidurus_montanus	0001
Tropidurus_mucujensis	0100
Tropidurus_oreadicus	0001
Tropidurus_semitaeniatus	0100
Tropidurus_torquatus	0011
Tupinambis_palustris	0011
Tupinambis_quadrilineatus	0001
Tupinambis_teguixin	0011
Uromacerina_ricardinii	0001
Urostrophus_vautieri	0001
Urotheca_lateristriga	1010
Vanzosaura_rubricauda	1010
Xenodon_dorbignyi	1010
Xenodon_guentheri	1010
Xenodon_histricus	1010
Xenodon_merremi	0011
Xenodon_nattereri	1011
Xenodon_neuwiedii	0011
Xenodon_rabdocephalus	0101
Xenodon_severus	0101
Xenopholis_scalaris	0101
Xenopholis_undulatus	1001
