"sp" "BodyMass.Value" "Nocturnal" "ForStrat.watbelowsurf" "ForStrat.wataroundsurf" "ForStrat.ground" "ForStrat.understory" "ForStrat.midhigh" "ForStrat.canopy" "ForStrat.aerial" "PelagicSpecialist"
"341" "Mitu_mitu" "2850.47" 0 0 0 100 0 0 0 0 0
"342" "Molothrus_rufoaxillaris" "47.5" 0 0 0 90 10 0 0 0 0
"343" "Momotus_momota" "114.96" 0 0 0 30 30 30 10 0 0
"344" "Monasa_morphoeus" "87.9" 0 0 0 33 33 33 0 0 0
"345" "Monasa_nigrifrons" "80.7" 0 0 0 40 40 20 0 0 0
"346" "Muscipipra_vetula" "27" 0 0 0 100 0 0 0 0 0
"347" "Myiarchus_ferox" "27.5" 0 0 0 0 80 20 0 0 0
"348" "Myiarchus_swainsoni" "25.1" 0 0 0 0 100 0 0 0 0
"349" "Myiarchus_tyrannulus" "35.45" 0 0 0 20 80 0 0 0 0
"350" "Myiobius_atricaudus" "10" 0 0 0 0 30 70 0 0 0
"351" "Myiobius_barbatus" "11.9" 0 0 0 0 30 70 0 0 0
"352" "Myiopagis_caniceps" "10.5" 0 0 0 0 0 0 100 0 0
"353" "Myiopagis_gaimardii" "12.02" 0 0 0 0 0 0 100 0 0
"354" "Myiophobus_fasciatus" "9.9" 0 0 0 0 100 0 0 0 0
"355" "Myiopsitta_monachus" "120" 0 0 0 20 20 40 20 0 0
"356" "Myiornis_auricularis" "5.3" 0 0 0 0 50 50 0 0 0
"357" "Myiozetetes_cayanensis" "25.9" 0 0 0 50 30 20 0 0 0
"358" "Myiozetetes_similis" "28" 0 0 0 20 20 40 20 0 0
"359" "Myrmorchilus_strigilatus" "23" 0 0 0 50 50 0 0 0 0
"360" "Myrmotherula_minor" "6.4" 0 0 0 0 30 70 0 0 0
"361" "Myrmotherula_snowi" "9.59" 0 0 0 0 40 60 0 0 0
"362" "Myrmotherula_unicolor" "11.5" 0 0 0 0 20 80 0 0 0
"363" "Myrmotherula_urosticta" "8.88" 0 0 0 0 0 100 0 0 0
"364" "Nemosia_pileata" "16" 0 0 0 0 30 70 0 0 0
"365" "Nemosia_rourei" "16" 0 0 0 0 30 70 0 0 0
"366" "Neocrex_erythrops" "58.3" 0 0 20 80 0 0 0 0 0
"367" "Neomorphus_geoffroyi" "355.03" 0 0 0 100 0 0 0 0 0
"368" "Neopelma_aurifrons" "14" 0 0 0 0 60 40 0 0 0
"369" "Neopelma_chrysolophum" "16.02" 0 0 0 0 50 50 0 0 0
"370" "Neopelma_pallescens" "18.2" 0 0 0 0 50 50 0 0 0
"371" "Neothraupis_fasciata" "26.8" 0 0 0 60 20 20 0 0 0
"372" "Netta_erythrophthalma" "780.38" 0 50 50 0 0 0 0 0 0
"373" "Nomonyx_dominicus" "364.97" 0 100 0 0 0 0 0 0 0
"374" "Nonnula_rubecula" "18.4" 0 0 0 50 50 0 0 0 0
"375" "Notharchus_swainsoni" "60.72" 0 0 0 33 33 33 0 0 0
"376" "Nothura_boraquira" "283" 0 0 0 100 0 0 0 0 0
"377" "Nothura_maculosa" "257.48" 0 0 0 100 0 0 0 0 0
"378" "Nothura_minor" "165.8" 0 0 0 100 0 0 0 0 0
"379" "Numenius_borealis" "350.11" 0 0 0 80 20 0 0 0 0
"380" "Nyctibius_aethereus" "440.45" 1 0 0 0 0 80 20 0 0
"381" "Nyctibius_grandis" "547" 1 0 0 0 10 60 10 20 0
"382" "Nyctibius_griseus" "172.04" 1 0 0 0 0 90 0 10 0
"383" "Nyctibius_leucopterus" "86.4" 1 0 0 0 0 90 0 10 0
"384" "Nystalus_chacuru" "52.3" 0 0 0 33 33 33 0 0 0
"385" "Nystalus_maculatus" "42" 0 0 0 33 33 33 0 0 0
"386" "Odontophorus_capueira" "425.4" 0 0 0 100 0 0 0 0 0
"387" "Onychorhynchus_swainsoni" "17" 0 0 0 0 30 70 0 0 0
"388" "Orchesticus_abeillei" "31.5" 0 0 0 0 0 20 80 0 0
"389" "Ornithion_inerme" "7" 0 0 0 0 0 30 70 0 0
"390" "Ortalis_guttata" "547.72" 0 0 0 0 0 50 50 0 0
"391" "Orthogonys_chloricterus" "40" 0 0 0 0 0 100 0 0 0
"392" "Oxyruncus_cristatus" "42" 0 0 0 0 0 60 40 0 0
"393" "Oxyura_vittata" "642.68" 0 100 0 0 0 0 0 0 0
"394" "Pachyramphus_castaneus" "19.5" 0 0 0 0 0 100 0 0 0
"395" "Pachyramphus_marginatus" "18.4" 0 0 0 0 0 100 0 0 0
"396" "Pachyramphus_validus" "43" 0 0 0 0 50 50 0 0 0
"397" "Pachyramphus_viridis" "21" 0 0 0 0 50 50 0 0 0
"398" "Pardirallus_nigricans" "217" 0 0 60 40 0 0 0 0 0
"399" "Pardirallus_sanguinolentus" "232" 0 0 20 80 0 0 0 0 0
"400" "Paroaria_capitata" "22.3" 0 0 0 0 80 20 0 0 0
"401" "Paroaria_dominicana" "33.2" 0 0 0 20 80 0 0 0 0
"402" "Patagioenas_maculosa" "347" 0 0 0 80 20 0 0 0 0
"403" "Patagioenas_picazuro" "279" 0 0 0 30 30 30 10 0 0
"404" "Patagioenas_plumbea" "178.77" 0 0 0 0 0 30 70 0 0
"405" "Patagioenas_speciosa" "258.47" 0 0 0 30 20 30 20 0 0
"406" "Penelope_jacucaca" "1282" 0 0 0 20 0 40 40 0 0
"407" "Penelope_obscura" "1770" 0 0 0 30 30 30 10 0 0
"408" "Penelope_superciliaris" "894.99" 0 0 0 33 0 33 33 0 0
"409" "Petrochelidon_pyrrhonota" "21.6" 0 0 0 0 0 0 0 100 0
"410" "Phacellodomus_erythrophthalmus" "24.5" 0 0 0 0 100 0 0 0 0
"411" "Phacellodomus_ferrugineigula" "24.5" 0 0 0 0 100 0 0 0 0
"412" "Phacellodomus_ruber" "41" 0 0 0 50 50 0 0 0 0
"413" "Phacellodomus_rufifrons" "24.6" 0 0 0 70 20 10 0 0 0
"414" "Phacellodomus_striaticollis" "25.7" 0 0 0 70 30 0 0 0 0
"415" "Phaeomyias_murina" "10" 0 0 0 0 33 33 33 0 0
"416" "Phaethornis_eurynome" "5.3" 0 0 0 0 100 0 0 0 0
"417" "Phaethornis_idaliae" "2.6" 0 0 0 0 100 0 0 0 0
"418" "Phaethornis_malaris" "5.9" 0 0 0 0 100 0 0 0 0
"419" "Phaethornis_pretrei" "5.6" 0 0 0 0 100 0 0 0 0
"420" "Phaethornis_ruber" "2.4" 0 0 0 0 100 0 0 0 0
"421" "Phaethornis_squalidus" "3.4" 0 0 0 0 100 0 0 0 0
"422" "Phaetusa_simplex" "235" 0 50 30 10 10 0 0 0 0
"423" "Phibalura_flavirostris" "46.5" 0 0 0 0 0 100 0 0 0
"424" "Philydor_atricapillus" "22.2" 0 0 0 0 33 33 33 0 0
"425" "Philydor_novaesi" "38" 0 0 0 0 50 50 0 0 0
"426" "Philydor_rufum" "25" 0 0 0 0 0 40 60 0 0
"427" "Phimosus_infuscatus" "559" 0 0 80 20 0 0 0 0 0
"428" "Phleocryptes_melanops" "14.6" 0 0 0 100 0 0 0 0 0
"429" "Phoenicopterus_chilensis" "2277" 0 0 100 0 0 0 0 0 0
"430" "Phyllomyias_fasciatus" "10.3" 0 0 0 0 0 0 100 0 0
"431" "Phyllomyias_griseocapilla" "8" 0 0 0 0 70 30 0 0 0
"432" "Phyllomyias_reiseri" "7.48" 0 0 0 0 0 0 100 0 0
"433" "Phyllomyias_virescens" "8.2" 0 0 0 0 10 50 40 0 0
"434" "Phylloscartes_beckeri" "8.7" 0 0 0 0 0 30 70 0 0
"435" "Phylloscartes_ceciliae" "7.6" 0 0 0 0 0 30 70 0 0
"436" "Phylloscartes_difficilis" "6.9" 0 0 0 0 70 30 0 0 0
"437" "Phylloscartes_kronei" "8.3" 0 0 0 0 50 50 0 0 0
"438" "Phylloscartes_oustaleti" "10" 0 0 0 0 0 40 60 0 0
"439" "Phylloscartes_paulista" "7.48" 0 0 0 0 50 50 0 0 0
"440" "Phylloscartes_roquettei" "6" 0 0 0 0 50 50 0 0 0
"441" "Phylloscartes_sylviolus" "8" 0 0 0 0 0 0 100 0 0
"442" "Phylloscartes_ventralis" "8.3" 0 0 0 0 0 100 0 0 0
"443" "Phytotoma_rutila" "40.5" 0 0 0 20 40 40 0 0 0
"444" "Piaya_cayana" "101.98" 0 0 0 0 0 20 80 0 0
"445" "Piculus_aurulentus" "74.99" 0 0 0 0 0 100 0 0 0
"446" "Piculus_chrysochloros" "88" 0 0 0 0 0 60 40 0 0
"447" "Piculus_flavigula" "55" 0 0 0 0 0 40 60 0 0
"448" "Picumnus_albosquamatus" "11.9" 0 0 0 0 40 30 30 0 0
"449" "Picumnus_cirratus" "10.2" 0 0 0 0 50 50 0 0 0
"450" "Picumnus_exilis" "9.3" 0 0 0 0 80 20 0 0 0
"451" "Picumnus_fulvescens" "11.32" 0 0 0 0 40 30 30 0 0
"452" "Picumnus_nebulosus" "11.6" 0 0 0 0 50 50 0 0 0
"453" "Picumnus_pygmaeus" "11" 0 0 0 0 40 30 30 0 0
"454" "Picumnus_temminckii" "11.5" 0 0 0 0 80 20 0 0 0
"455" "Pilherodius_pileatus" "568.59" 0 0 80 20 0 0 0 0 0
"456" "Pionopsitta_pileata" "119" 0 0 0 0 0 60 40 0 0
"457" "Pionus_maximiliani" "293" 0 0 0 0 30 50 20 0 0
"458" "Pipile_cumanensis" "1239.22" 0 0 0 0 0 30 70 0 0
"459" "Pipile_jacutinga" "1240.96" 0 0 0 20 0 40 40 0 0
"460" "Pipra_fasciicauda" "15.9" 0 0 0 0 50 50 0 0 0
"461" "Pipraeidea_melanonota" "21" 0 0 0 0 10 20 60 10 0
"462" "Piprites_chloris" "16" 0 0 0 0 0 20 80 0 0
"463" "Piprites_pileata" "15" 0 0 0 0 0 20 80 0 0
"464" "Piranga_flava" "37.7" 0 0 0 0 10 30 60 0 0
"465" "Platyrinchus_leucoryphus" "16" 0 0 0 0 0 100 0 0 0
"466" "Platyrinchus_mystaceus" "9.7" 0 0 0 0 80 20 0 0 0
"467" "Plegadis_chihi" "616.89" 0 0 80 20 0 0 0 0 0
"468" "Pluvialis_dominica" "151.47" 0 0 0 100 0 0 0 0 0
"469" "Poecilotriccus_fumifrons" "6.6" 0 0 0 0 100 0 0 0 0
"470" "Poecilotriccus_latirostris" "8.1" 0 0 0 0 100 0 0 0 0
"471" "Poecilotriccus_plumbeiceps" "5.7" 0 0 0 0 100 0 0 0 0
"472" "Polioptila_dumicola" "7" 0 0 0 0 0 20 80 0 0
"473" "Polioptila_lactea" "6.5" 0 0 0 0 33 33 33 0 0
"474" "Polystictus_pectoralis" "6.2" 0 0 0 0 40 60 0 0 0
"475" "Polystictus_superciliaris" "6" 0 0 0 20 80 0 0 0 0
"476" "Polytmus_guainumbi" "5.2" 0 0 0 0 100 0 0 0 0
"477" "Porphyrio_flavirostris" "92.64" 0 0 20 60 20 0 0 0 0
"478" "Porphyrospiza_caerulescens" "9.56" 0 0 0 100 0 0 0 0 0
"479" "Primolius_maracana" "256" 0 0 0 20 20 30 30 0 0
"480" "Procnias_averano" "146.06" 0 0 0 0 50 50 0 0 0
"481" "Procnias_nudicollis" "172.04" 0 0 0 0 50 50 0 0 0
"482" "Progne_subis" "53.79" 0 0 0 20 20 20 20 20 0
"483" "Progne_tapera" "32" 0 0 0 0 30 20 20 30 0
"484" "Psarocolius_decumanus" "206.3" 0 0 0 10 0 50 40 0 0
"485" "Pseudocolopteryx_dinelliana" "7.89" 0 0 0 0 100 0 0 0 0
"486" "Pseudocolopteryx_flaviventris" "7.5" 0 0 0 0 100 0 0 0 0
"487" "Pseudocolopteryx_sclateri" "8" 0 0 0 0 100 0 0 0 0
"488" "Pseudoleistes_guirahuro" "86.42" 0 0 0 100 0 0 0 0 0
"489" "Pseudoleistes_virescens" "79.93" 0 0 0 100 0 0 0 0 0
"490" "Pseudoseisura_cristata" "49.5" 0 0 0 100 0 0 0 0 0
"491" "Psilorhamphus_guttatus" "11.3" 0 0 0 10 60 30 0 0 0
"492" "Pteroglossus_aracari" "250.16" 0 0 0 0 0 30 70 0 0
"493" "Pteroglossus_bailloni" "146" 0 0 0 0 0 60 40 0 0
"494" "Pteroglossus_castanotis" "258.09" 0 0 0 0 20 60 20 0 0
"495" "Pteroglossus_inscriptus" "125.82" 0 0 0 0 0 30 70 0 0
"496" "Pulsatrix_koeniswaldiana" "481" 1 0 0 20 30 30 20 0 0
"497" "Pygochelidon_cyanoleuca" "9.7" 0 0 0 0 0 100 0 0 0
"498" "Pyriglena_atra" "32" 0 0 0 40 40 20 0 0 0
"499" "Pyriglena_leuconota" "32.3" 0 0 0 40 40 20 0 0 0
"500" "Pyriglena_leucoptera" "28.8" 0 0 0 40 40 20 0 0 0
"501" "Pyroderus_scutatus" "357" 0 0 0 0 50 50 0 0 0
"502" "Pyrrhura_cruentata" "75.87" 0 0 0 0 30 50 20 0 0
"503" "Pyrrhura_frontalis" "72" 0 0 0 0 30 50 20 0 0
"504" "Pyrrhura_griseipectus" "75.87" 0 0 0 0 33 33 33 0 0
"505" "Pyrrhura_leucotis" "75.87" 0 0 0 0 33 33 33 0 0
"506" "Rallus_longirostris" "259.35" 0 10 40 40 10 0 0 0 0
"507" "Ramphastos_dicolorus" "331" 0 0 0 20 0 0 80 0 0
"508" "Ramphastos_toco" "617.99" 0 0 0 20 10 10 60 0 0
"509" "Ramphocelus_bresilius" "32.9" 0 0 0 0 70 30 0 0 0
"510" "Ramphocelus_carbo" "25.92" 0 0 0 0 50 40 10 0 0
"511" "Ramphodon_naevius" "7.9" 0 0 0 0 100 0 0 0 0
"512" "Ramphotrigon_megacephalum" "14.2" 0 0 0 0 50 50 0 0 0
"513" "Rhea_americana" "23000" 0 0 0 100 0 0 0 0 0
"514" "Rhopornis_ardesiacus" "26.3" 0 0 0 40 40 20 0 0 0
"515" "Rhynchocyclus_olivaceus" "21.3" 0 0 0 0 50 50 0 0 0
"516" "Rhynchotus_rufescens" "843.47" 0 0 0 80 20 0 0 0 0
"517" "Rhytipterna_simplex" "31.8" 0 0 0 0 50 50 0 0 0
"518" "Rostrhamus_sociabilis" "366.94" 0 0 0 100 0 0 0 0 0
"519" "Sakesphorus_cristatus" "17.7" 0 0 0 30 50 20 0 0 0
"520" "Saltator_fuliginosus" "50.5" 0 0 0 0 0 60 40 0 0
"521" "Satrapa_icterophrys" "21.5" 0 0 0 0 60 40 0 0 0
"522" "Schiffornis_turdina" "31.7" 0 0 0 0 100 0 0 0 0
"523" "Schiffornis_virescens" "25.6" 0 0 0 0 100 0 0 0 0
"524" "Schistochlamys_melanopis" "33" 0 0 0 0 20 70 10 0 0
"525" "Schistochlamys_ruficapillus" "31.2" 0 0 0 0 70 30 0 0 0
"526" "Schoeniophylax_phryganophilus" "18.6" 0 0 0 60 40 0 0 0 0
"527" "Sclerurus_caudacutus" "36.23" 0 0 0 100 0 0 0 0 0
"528" "Scytalopus_iraiensis" "12.4" 0 0 0 60 40 0 0 0 0
"529" "Scytalopus_novacapitalis" "18.9" 0 0 0 100 0 0 0 0 0
"530" "Scytalopus_pachecoi" "15.1" 0 0 0 60 30 10 0 0 0
"531" "Scytalopus_speluncae" "13" 0 0 0 60 40 0 0 0 0
"532" "Selenidera_maculirostris" "164" 0 0 0 0 20 40 40 0 0
"533" "Serpophaga_nigricans" "8.5" 0 0 0 60 40 0 0 0 0
"534" "Serpophaga_subcristata" "6.6" 0 0 0 0 33 33 33 0 0
"535" "Sirystes_sibilator" "32.3" 0 0 0 0 0 0 100 0 0
"536" "Sittasomus_griseicapillus" "13.12" 0 0 0 0 0 50 50 0 0
"537" "Spizaetus_ornatus" "1197.4" 0 0 0 10 20 50 20 0 0
"538" "Spizaetus_tyrannus" "1007.11" 0 0 0 20 20 30 20 10 0
"539" "Sporophila_ardesiaca" "10.9" 0 0 0 60 40 0 0 0 0
"540" "Steganopus_tricolor" "59.39" 0 0 80 20 0 0 0 0 0
"541" "Stelgidopteryx_ruficollis" "16.1" 0 0 0 0 40 60 0 0 0
"542" "Stephanophorus_diadematus" "35.4" 0 0 0 0 30 70 0 0 0
"543" "Stephanoxis_lalandi" "4" 0 0 0 0 60 20 10 10 0
"544" "Sterna_hirundinacea" "188" 0 100 0 0 0 0 0 0 1
"545" "Sterna_trudeaui" "153" 0 100 0 0 0 0 0 0 0
"546" "Stigmatura_budytoides" "11.08" 0 0 0 0 50 50 0 0 0
"547" "Streptoprocne_biscutata" "95.81" 0 0 0 0 0 0 0 100 0
"548" "Strix_hylophila" "345.38" 1 0 0 20 10 10 60 0 0
"549" "Sublegatus_modestus" "14" 0 0 0 0 50 50 0 0 0
"550" "Suiriri_suiriri" "14.53" 0 0 0 0 50 50 0 0 0
"551" "Synallaxis_albescens" "11.2" 0 0 0 30 70 0 0 0 0
"552" "Synallaxis_cinerascens" "13.1" 0 0 0 50 50 0 0 0 0
"553" "Synallaxis_frontalis" "14" 0 0 0 20 80 0 0 0 0
"554" "Synallaxis_hypospodia" "16.9" 0 0 0 0 100 0 0 0 0
"555" "Synallaxis_infuscata" "18.2" 0 0 0 0 100 0 0 0 0
"556" "Synallaxis_ruficapilla" "13.8" 0 0 0 20 60 20 0 0 0
"557" "Synallaxis_scutata" "15.4" 0 0 0 100 0 0 0 0 0
"558" "Synallaxis_spixi" "12.6" 0 0 0 20 80 0 0 0 0
"559" "Syndactyla_dimidiata" "29.4" 0 0 0 0 50 50 0 0 0
"560" "Syndactyla_rufosuperciliata" "25.6" 0 0 0 20 30 50 0 0 0
"561" "Syrigma_sibilatrix" "463" 0 30 70 0 0 0 0 0 0
"562" "Tachornis_squamata" "10.97" 0 0 0 0 10 40 20 30 0
"563" "Tachuris_rubrigastra" "7.8" 0 0 0 0 100 0 0 0 0
"564" "Tachycineta_albiventer" "17.7" 0 0 0 0 80 20 0 0 0
"565" "Tachycineta_leucorrhoa" "15.3" 0 0 0 0 80 20 0 0 0
"566" "Tachycineta_meyeni" "14.9" 0 0 0 0 80 20 0 0 0
"567" "Tachyphonus_coronatus" "29.3" 0 0 0 0 20 40 40 0 0
"568" "Tachyphonus_rufus" "34.4" 0 0 0 20 50 10 10 10 0
"569" "Tangara_cyanocephala" "18" 0 0 0 0 20 20 60 0 0
"570" "Tangara_cyanoptera" "43.3" 0 0 0 10 0 20 70 0 0
"571" "Tangara_cyanoventris" "16.5" 0 0 0 0 20 40 40 0 0
"572" "Tangara_desmaresti" "20.4" 0 0 0 0 0 20 60 20 0
"573" "Tangara_fastuosa" "20.02" 0 0 0 0 0 40 60 0 0
"574" "Tangara_peruviana" "22.2" 0 0 0 0 30 40 30 0 0
"575" "Tangara_preciosa" "22.8" 0 0 0 0 30 40 30 0 0
"576" "Tangara_seledon" "18.7" 0 0 0 0 0 40 60 0 0
"577" "Taoniscus_nanus" "43" 0 0 0 80 20 0 0 0 0
"578" "Terenura_maculata" "6.5" 0 0 0 0 0 70 30 0 0
"579" "Terenura_sicki" "6.4" 0 0 0 0 0 100 0 0 0
"580" "Tersina_viridis" "29" 0 0 0 0 10 60 30 0 0
"581" "Thalurania_furcata" "4.19" 0 0 0 10 30 30 30 0 0
"582" "Thalurania_glaucopis" "4.8" 0 0 0 0 60 40 0 0 0
"583" "Thalurania_watertonii" "4.6" 0 0 0 0 40 60 0 0 0
"584" "Thamnomanes_caesius" "15.7" 0 0 0 0 10 90 0 0 0
"585" "Thamnophilus_aethiops" "25.7" 0 0 0 20 40 40 0 0 0
"586" "Thamnophilus_ambiguus" "23.45" 0 0 0 0 30 70 0 0 0
"587" "Thamnophilus_caerulescens" "21.1" 0 0 0 0 60 40 0 0 0
"588" "Thamnophilus_palliatus" "23.3" 0 0 0 0 0 100 0 0 0
"589" "Thamnophilus_pelzelni" "20.9" 0 0 0 0 20 80 0 0 0
"590" "Thamnophilus_ruficapillus" "20.4" 0 0 0 0 20 80 0 0 0
"591" "Thamnophilus_torquatus" "21.1" 0 0 0 40 40 10 10 0 0
"592" "Theristicus_caerulescens" "1500" 0 0 80 20 0 0 0 0 0
"593" "Theristicus_caudatus" "1726" 0 0 0 100 0 0 0 0 0
"594" "Thlypopsis_sordida" "17" 0 0 0 0 0 70 30 0 0
"595" "Thripophaga_macroura" "21" 0 0 0 30 70 0 0 0 0
"596" "Tigrisoma_fasciatum" "850" 0 0 50 50 0 0 0 0 0
"597" "Tigrisoma_lineatum" "812.99" 0 0 80 20 0 0 0 0 0
"598" "Tinamus_solitarius" "1386.41" 0 0 0 100 0 0 0 0 0
"599" "Tityra_inquisitor" "43.1" 0 0 0 0 0 100 0 0 0
"600" "Todirostrum_poliocephalum" "6.96" 0 0 0 0 40 60 0 0 0
"601" "Tolmomyias_flaviventris" "12.2" 0 0 0 0 0 20 80 0 0
"602" "Tolmomyias_poliocephalus" "10.8" 0 0 0 0 0 50 50 0 0
"603" "Touit_melanonotus" "66.51" 0 0 0 0 30 50 20 0 0
"604" "Touit_surdus" "66.51" 0 0 0 0 30 50 20 0 0
"605" "Trichothraupis_melanops" "22.58" 0 0 0 30 30 20 10 10 0
"606" "Triclaria_malachitacea" "90" 0 0 0 0 30 50 20 0 0
"607" "Trogon_curucui" "54" 0 0 0 10 30 30 30 0 0
"608" "Trogon_surrucura" "73.29" 0 0 0 0 0 100 0 0 0
"609" "Trogon_viridis" "89.69" 0 0 0 10 0 30 60 0 0
"610" "Turdus_albicollis" "54" 0 0 0 80 0 20 0 0 0
"611" "Turdus_amaurochalinus" "57.9" 0 0 0 20 20 30 30 0 0
"612" "Turdus_flavipes" "65.14" 0 0 0 10 30 30 30 0 0
"613" "Turdus_fumigatus" "75.7" 0 0 0 50 50 0 0 0 0
"614" "Turdus_leucomelas" "69.1" 0 0 0 60 20 20 0 0 0
"615" "Turdus_rufiventris" "69.44" 0 0 0 100 0 0 0 0 0
"616" "Turdus_subalaris" "49.5" 0 0 0 20 40 40 0 0 0
"617" "Tyrannus_albogularis" "37.1" 0 0 0 0 50 50 0 0 0
"618" "Tyrannus_savana" "31.9" 0 0 0 50 50 0 0 0 0
"619" "Tyrannus_tyrannus" "39.85" 0 0 0 0 80 20 0 0 0
"620" "Uropelia_campestris" "35.2" 0 0 0 100 0 0 0 0 0
"621" "Vanellus_chilensis" "327" 0 0 20 80 0 0 0 0 0
"622" "Veniliornis_affinis" "34.83" 0 0 0 0 0 60 40 0 0
"623" "Veniliornis_maculifrons" "38.69" 0 0 0 10 30 30 30 0 0
"624" "Veniliornis_mixtus" "28.74" 0 0 0 0 50 50 0 0 0
"625" "Veniliornis_passerinus" "32.1" 0 0 0 0 33 33 33 0 0
"626" "Veniliornis_spilogaster" "40.3" 0 0 0 0 50 50 0 0 0
"627" "Vireo_olivaceus" "16.06" 0 0 0 0 0 20 80 0 0
"628" "Xanthopsar_flavus" "43" 0 0 0 70 30 0 0 0 0
"629" "Xenops_minutus" "10.6" 0 0 0 0 50 50 0 0 0
"630" "Xenopsaris_albinucha" "10" 0 0 0 50 50 0 0 0 0
"631" "Xiphocolaptes_albicollis" "118" 0 0 0 0 0 100 0 0 0
"632" "Xipholena_atropurpurea" "61.32" 0 0 0 0 0 100 0 0 0
"633" "Xiphorhynchus_fuscus" "21.8" 0 0 0 0 50 50 0 0 0
"634" "Xolmis_cinereus" "57.1" 0 0 0 100 0 0 0 0 0
"635" "Xolmis_dominicanus" "42.8" 0 0 0 100 0 0 0 0 0
"636" "Xolmis_irupero" "28.7" 0 0 0 100 0 0 0 0 0
"637" "Xolmis_velatus" "49.08" 0 0 0 100 0 0 0 0 0
"638" "Zimmerius_acer" "7.13" 0 0 0 0 0 0 100 0 0
