"Accipiter_poliogaster" "Accipiter_superciliosus" "Acrobatornis_fonsecai" "Aegolius_harrisii" "Agelaioides_badius" "Agelasticus_cyanopus" "Agelasticus_thilius" "Alectrurus_risora" "Alectrurus_tricolor" "Alipiopsitta_xanthops" "Alopochelidon_fucata" "Amazilia_fimbriata" "Amazilia_lactea" "Amazilia_leucogaster" "Amazilia_versicolor" "Amazona_aestiva" "Amazona_amazonica" "Amazona_brasiliensis" "Amazona_farinosa" "Amazona_pretrei" "Amazona_rhodocorytha" "Amazona_vinacea" "Amazonetta_brasiliensis" "Amblyramphus_holosericeus" "Ammodramus_humeralis" "Anabacerthia_amaurotis" "Anabazenops_fuscus" "Anhima_cornuta" "Anodorhynchus_hyacinthinus" "Anthracothorax_nigricollis" "Anthus_chacoensis" "Anthus_furcatus" "Anthus_hellmayri" "Anthus_lutescens" "Anthus_nattereri" "Antilophia_galeata" "Anumbius_annumbi" "Aphantochroa_cirrochloris" "Ara_ararauna" "Ara_chloropterus" "Aramides_mangle" "Aramides_saracura" "Aramides_ypecaha" "Aratinga_auricapillus" "Aratinga_jandaya" "Ardea_cocoi" "Arremon_flavirostris" "Arremon_franciscanus" "Arremon_semitorquatus" "Arremon_taciturnus" "Arundinicola_leucocephala" "Asthenes_luizae" "Attila_phoenicurus" "Attila_rufus" "Augastes_scutatus" "Automolus_leucophthalmus" "Bartramia_longicauda" "Baryphthengus_ruficapillus" "Basileuterus_hypoleucus" "Batara_cinerea" "Biatas_nigropectus" "Brachygalba_lugubris" "Brotogeris_chiriri" "Brotogeris_tirica" "Buteo_brachyurus" "Buteo_nitidus" "Buteogallus_aequinoctialis" "Cacicus_cela" "Cacicus_chrysopterus" "Cacicus_haemorrhous" "Calidris_bairdii" "Calliphlox_amethystina" "Callonetta_leucophrys" "Calyptura_cristata" "Campephilus_melanoleucos" "Campephilus_robustus" "Camptostoma_obsoletum" "Campylorhamphus_falcularius" "Campylorhamphus_trochilirostris" "Campylorhynchus_turdinus" "Capsiempis_flaveola" "Cariama_cristata" "Carpornis_cucullata" "Carpornis_melanocephala" "Caryothraustes_canadensis" "Casiornis_fuscus" "Casiornis_rufus" "Catharus_fuscescens" "Celeus_flavescens" "Celeus_flavus" "Celeus_lugubris" "Cercomacra_brasiliana" "Certhiaxis_cinnamomeus" "Chaetura_meridionalis" "Chaetura_spinicaudus" "Chamaeza_campanisona" "Chamaeza_meruloides" "Chamaeza_ruficauda" "Charadrius_modestus" "Chauna_torquata" "Chelidoptera_tenebrosa" "Chiroxiphia_caudata" "Chiroxiphia_pareola" "Chloroceryle_aenea" "Chloroceryle_amazona" "Chloroceryle_inda" "Chlorophonia_cyanea" "Chlorostilbon_lucidus" "Chondrohierax_uncinatus" "Chordeiles_minor" "Chrysolampis_mosquitus" "Chrysomus_ruficapillus" "Cichlocolaptes_leucophrus" "Cichlopsis_leucogenys" "Ciconia_maguari" "Cinclodes_fuscus" "Cinclodes_pabsti" "Circus_buffoni" "Circus_cinereus" "Cissopis_leverianus" "Clibanornis_dendrocolaptoides" "Cnemotriccus_fuscatus" "Coccycua_cinerea" "Coccycua_minuta" "Coccyzus_americanus" "Coccyzus_euleri" "Colaptes_campestris" "Colaptes_melanochloros" "Colibri_serrirostris" "Colonia_colonus" "Columbina_cyanopis" "Columbina_picui" "Columbina_squammata" "Compsothraupis_loricata" "Conopias_trivirgatus" "Conopophaga_cearae" "Conopophaga_lineata" "Conopophaga_melanops" "Contopus_cinereus" "Corythopis_delalandi" "Coscoroba_coscoroba" "Cotinga_maculata" "Coturnicops_notatus" "Cranioleuca_obsoleta" "Cranioleuca_pallida" "Cranioleuca_semicinerea" "Cranioleuca_vulpina" "Crax_blumenbachii" "Crax_fasciolata" "Crotophaga_major" "Crypturellus_noctivagus" "Crypturellus_obsoletus" "Crypturellus_parvirostris" "Crypturellus_strigulosus" "Crypturellus_tataupa" "Crypturellus_undulatus" "Crypturellus_variegatus" "Culicivora_caudacuta" "Cyanocorax_chrysops" "Cyanocorax_cristatellus" "Cyanocorax_cyanomelas" "Cyanocorax_cyanopogon" "Cyanoloxia_glaucocaerulea" "Cygnus_melancoryphus" "Cypseloides_fumigatus" "Cypseloides_senex" "Cypsnagra_hirundinacea" "Dacnis_cayana" "Dacnis_nigripes" "Dendrocincla_turdina" "Dendrocolaptes_certhia" "Dendrocolaptes_platyrostris" "Dendrocygna_viduata" "Dendroplex_picus" "Discosura_langsdorffi" "Discosura_longicaudus" "Donacobius_atricapilla" "Dromococcyx_pavoninus" "Drymophila_ferruginea" "Drymophila_genei" "Drymophila_malura" "Drymophila_ochropyga" "Drymophila_rubricollis" "Drymophila_squamata" "Dysithamnus_plumbeus" "Dysithamnus_stictothorax" "Dysithamnus_xanthopterus" "Elaenia_albiceps" "Elaenia_chiriquensis" "Elaenia_cristata" "Elaenia_mesoleuca" "Elaenia_parvirostris" "Elaenia_spectabilis" "Elanoides_forficatus" "Eleoscytalopus_indigoticus" "Eleoscytalopus_psychopompus" "Eleothreptus_candicans" "Empidonomus_varius" "Eudocimus_ruber" "Eupetomena_macroura" "Euphonia_chalybea" "Euphonia_chlorotica" "Euphonia_cyanocephala" "Euphonia_laniirostris" "Euphonia_pectoralis" "Euphonia_violacea" "Euphonia_xanthogaster" "Euscarthmus_meloryphus" "Euscarthmus_rufomarginatus" "Falco_rufigularis" "Florisuga_fusca" "Fluvicola_albiventer" "Fluvicola_nengeta" "Formicarius_colma" "Formicivora_erythronotos" "Formicivora_grisea" "Formicivora_iheringi" "Formicivora_melanogaster" "Formicivora_rufa" "Formicivora_serrana" "Forpus_xanthopterygius" "Fulica_armillata" "Fulica_leucoptera" "Fulica_rufifrons" "Furnarius_figulus" "Furnarius_leucopus" "Furnarius_rufus" "Gallinago_undulata" "Gampsonyx_swainsonii" "Geositta_cunicularia" "Geositta_poeciloptera" "Geothlypis_aequinoctialis" "Geotrygon_violacea" "Geranoaetus_melanoleucus" "Glaucidium_minutissimum" "Glaucidium_mooreorum" "Glaucis_dohrnii" "Glaucis_hirsutus" "Gnorimopsar_chopi" "Grallaria_varia" "Gubernetes_yetapa" "Guira_guira" "Harpagus_diodon" "Heliactin_bilophus" "Heliobletus_contaminatus" "Heliomaster_furcifer" "Heliomaster_squamosus" "Heliothryx_auritus" "Hemithraupis_flavicollis" "Hemithraupis_guira" "Hemithraupis_ruficapilla" "Hemitriccus_diops" "Hemitriccus_furcatus" "Hemitriccus_griseipectus" "Hemitriccus_kaempferi" "Hemitriccus_margaritaceiventer" "Hemitriccus_mirandae" "Hemitriccus_nidipendulus" "Hemitriccus_obsoletus" "Hemitriccus_orbitatus" "Hemitriccus_striaticollis" "Herpsilochmus_atricapillus" "Herpsilochmus_longirostris" "Herpsilochmus_pectoralis" "Herpsilochmus_pileatus" "Herpsilochmus_rufimarginatus" "Herpsilochmus_sellowi" "Hydropsalis_torquata" "Hylocharis_chrysura" "Hylocharis_cyanus" "Hylopezus_nattereri" "Hylopezus_ochroleucus" "Hylophilus_amaurocephalus" "Hymenops_perspicillatus" "Hypoedaleus_guttatus" "Ibycter_americanus" "Icterus_jamacaii" "Ictinia_mississippiensis" "Ictinia_plumbea" "Ilicura_militaris" "Inezia_inornata" "Iodopleura_pipra" "Ixobrychus_exilis" "Ixobrychus_involucris" "Jacamaralcyon_tridactyla" "Jacana_jacana" "Knipolegus_cyanirostris" "Knipolegus_lophotes" "Knipolegus_nigerrimus" "Laniisoma_elegans" "Laniocera_hypopyrra" "Larus_cirrocephalus" "Larus_maculipennis" "Laterallus_leucopyrrhus" "Laterallus_melanophaius" "Laterallus_xenopterus" "Lathrotriccus_euleri" "Legatus_leucophaius" "Lepidocolaptes_angustirostris" "Lepidocolaptes_falcinellus" "Lepidocolaptes_squamatus" "Leptasthenura_setaria" "Leptasthenura_striolata" "Leptodon_forbesi" "Leptopogon_amaurocephalus" "Leptotila_rufaxilla" "Lessonia_rufa" "Leucochloris_albicollis" "Limnoctites_rectirostris" "Limnornis_curvirostris" "Limosa_haemastica" "Lipaugus_lanioides" "Lipaugus_vociferans" "Lochmias_nematura" "Lophornis_chalybeus" "Lophornis_magnificus" "Machaeropterus_regulus" "Machetornis_rixosa" "Mackenziaena_leachii" "Mackenziaena_severa" "Malacoptila_striata" "Manacus_manacus" "Megascops_atricapilla" "Megascops_choliba" "Megascops_sanctaecatarinae" "Megaxenops_parnaguae" "Melanerpes_candidus" "Melanerpes_flavifrons" "Melanopareia_torquata" "Mergus_octosetaceus" "Merulaxis_ater" "Mesembrinibis_cayennensis" "Micrastur_mintoni" "Micrastur_mirandollei" "Micrastur_semitorquatus" "Micropygia_schomburgkii" "Milvago_chimachima" "Mimus_saturninus" "Mimus_triurus" "Mionectes_rufiventris" "Mitu_mitu" "Molothrus_rufoaxillaris" "Momotus_momota" "Monasa_morphoeus" "Monasa_nigrifrons" "Muscipipra_vetula" "Myiarchus_ferox" "Myiarchus_swainsoni" "Myiarchus_tyrannulus" "Myiobius_atricaudus" "Myiobius_barbatus" "Myiopagis_caniceps" "Myiopagis_gaimardii" "Myiophobus_fasciatus" "Myiopsitta_monachus" "Myiornis_auricularis" "Myiozetetes_cayanensis" "Myiozetetes_similis" "Myrmorchilus_strigilatus" "Myrmotherula_minor" "Myrmotherula_snowi" "Myrmotherula_unicolor" "Myrmotherula_urosticta" "Nemosia_pileata" "Nemosia_rourei" "Neocrex_erythrops" "Neomorphus_geoffroyi" "Neopelma_aurifrons" "Neopelma_chrysolophum" "Neopelma_pallescens" "Neothraupis_fasciata" "Netta_erythrophthalma" "Nomonyx_dominicus" "Nonnula_rubecula" "Notharchus_swainsoni" "Nothura_boraquira" "Nothura_maculosa" "Nothura_minor" "Numenius_borealis" "Nyctibius_aethereus" "Nyctibius_grandis" "Nyctibius_griseus" "Nyctibius_leucopterus" "Nystalus_chacuru" "Nystalus_maculatus" "Odontophorus_capueira" "Onychorhynchus_swainsoni" "Orchesticus_abeillei" "Ornithion_inerme" "Ortalis_guttata" "Orthogonys_chloricterus" "Oxyruncus_cristatus" "Oxyura_vittata" "Pachyramphus_castaneus" "Pachyramphus_marginatus" "Pachyramphus_validus" "Pachyramphus_viridis" "Pardirallus_nigricans" "Pardirallus_sanguinolentus" "Paroaria_capitata" "Paroaria_dominicana" "Patagioenas_maculosa" "Patagioenas_picazuro" "Patagioenas_plumbea" "Patagioenas_speciosa" "Penelope_jacucaca" "Penelope_obscura" "Penelope_superciliaris" "Petrochelidon_pyrrhonota" "Phacellodomus_erythrophthalmus" "Phacellodomus_ferrugineigula" "Phacellodomus_ruber" "Phacellodomus_rufifrons" "Phacellodomus_striaticollis" "Phaeomyias_murina" "Phaethornis_eurynome" "Phaethornis_idaliae" "Phaethornis_malaris" "Phaethornis_pretrei" "Phaethornis_ruber" "Phaethornis_squalidus" "Phaetusa_simplex" "Phibalura_flavirostris" "Philydor_atricapillus" "Philydor_novaesi" "Philydor_rufum" "Phimosus_infuscatus" "Phleocryptes_melanops" "Phoenicopterus_chilensis" "Phyllomyias_fasciatus" "Phyllomyias_griseocapilla" "Phyllomyias_reiseri" "Phyllomyias_virescens" "Phylloscartes_beckeri" "Phylloscartes_ceciliae" "Phylloscartes_difficilis" "Phylloscartes_kronei" "Phylloscartes_oustaleti" "Phylloscartes_paulista" "Phylloscartes_roquettei" "Phylloscartes_sylviolus" "Phylloscartes_ventralis" "Phytotoma_rutila" "Piaya_cayana" "Piculus_aurulentus" "Piculus_chrysochloros" "Piculus_flavigula" "Picumnus_albosquamatus" "Picumnus_cirratus" "Picumnus_exilis" "Picumnus_fulvescens" "Picumnus_nebulosus" "Picumnus_pygmaeus" "Picumnus_temminckii" "Pilherodius_pileatus" "Pionopsitta_pileata" "Pionus_maximiliani" "Pipile_cumanensis" "Pipile_jacutinga" "Pipra_fasciicauda" "Pipraeidea_melanonota" "Piprites_chloris" "Piprites_pileata" "Piranga_flava" "Platyrinchus_leucoryphus" "Platyrinchus_mystaceus" "Plegadis_chihi" "Pluvialis_dominica" "Poecilotriccus_fumifrons" "Poecilotriccus_latirostris" "Poecilotriccus_plumbeiceps" "Polioptila_dumicola" "Polioptila_lactea" "Polystictus_pectoralis" "Polystictus_superciliaris" "Polytmus_guainumbi" "Porphyrio_flavirostris" "Porphyrospiza_caerulescens" "Primolius_maracana" "Procnias_averano" "Procnias_nudicollis" "Progne_subis" "Progne_tapera" "Psarocolius_decumanus" "Pseudocolopteryx_dinelliana" "Pseudocolopteryx_flaviventris" "Pseudocolopteryx_sclateri" "Pseudoleistes_guirahuro" "Pseudoleistes_virescens" "Pseudoseisura_cristata" "Psilorhamphus_guttatus" "Pteroglossus_aracari" "Pteroglossus_bailloni" "Pteroglossus_castanotis" "Pteroglossus_inscriptus" "Pulsatrix_koeniswaldiana" "Pygochelidon_cyanoleuca" "Pyriglena_atra" "Pyriglena_leuconota" "Pyriglena_leucoptera" "Pyroderus_scutatus" "Pyrrhura_cruentata" "Pyrrhura_frontalis" "Pyrrhura_griseipectus" "Pyrrhura_leucotis" "Rallus_longirostris" "Ramphastos_dicolorus" "Ramphastos_toco" "Ramphocelus_bresilius" "Ramphocelus_carbo" "Ramphodon_naevius" "Ramphotrigon_megacephalum" "Rhea_americana" "Rhopornis_ardesiacus" "Rhynchocyclus_olivaceus" "Rhynchotus_rufescens" "Rhytipterna_simplex" "Rostrhamus_sociabilis" "Sakesphorus_cristatus" "Saltator_fuliginosus" "Satrapa_icterophrys" "Schiffornis_turdina" "Schiffornis_virescens" "Schistochlamys_melanopis" "Schistochlamys_ruficapillus" "Schoeniophylax_phryganophilus" "Sclerurus_caudacutus" "Scytalopus_iraiensis" "Scytalopus_novacapitalis" "Scytalopus_pachecoi" "Scytalopus_speluncae" "Selenidera_maculirostris" "Serpophaga_nigricans" "Serpophaga_subcristata" "Sirystes_sibilator" "Sittasomus_griseicapillus" "Spizaetus_ornatus" "Spizaetus_tyrannus" "Sporophila_ardesiaca" "Steganopus_tricolor" "Stelgidopteryx_ruficollis" "Stephanophorus_diadematus" "Stephanoxis_lalandi" "Sterna_hirundinacea" "Sterna_trudeaui" "Stigmatura_budytoides" "Streptoprocne_biscutata" "Strix_hylophila" "Sublegatus_modestus" "Suiriri_suiriri" "Synallaxis_albescens" "Synallaxis_cinerascens" "Synallaxis_frontalis" "Synallaxis_hypospodia" "Synallaxis_infuscata" "Synallaxis_ruficapilla" "Synallaxis_scutata" "Synallaxis_spixi" "Syndactyla_dimidiata" "Syndactyla_rufosuperciliata" "Syrigma_sibilatrix" "Tachornis_squamata" "Tachuris_rubrigastra" "Tachycineta_albiventer" "Tachycineta_leucorrhoa" "Tachycineta_meyeni" "Tachyphonus_coronatus" "Tachyphonus_rufus" "Tangara_cyanocephala" "Tangara_cyanoptera" "Tangara_cyanoventris" "Tangara_desmaresti" "Tangara_fastuosa" "Tangara_peruviana" "Tangara_preciosa" "Tangara_seledon" "Taoniscus_nanus" "Terenura_maculata" "Terenura_sicki" "Tersina_viridis" "Thalurania_furcata" "Thalurania_glaucopis" "Thalurania_watertonii" "Thamnomanes_caesius" "Thamnophilus_aethiops" "Thamnophilus_ambiguus" "Thamnophilus_caerulescens" "Thamnophilus_palliatus" "Thamnophilus_pelzelni" "Thamnophilus_ruficapillus" "Thamnophilus_torquatus" "Theristicus_caerulescens" "Theristicus_caudatus" "Thlypopsis_sordida" "Thripophaga_macroura" "Tigrisoma_fasciatum" "Tigrisoma_lineatum" "Tinamus_solitarius" "Tityra_inquisitor" "Todirostrum_poliocephalum" "Tolmomyias_flaviventris" "Tolmomyias_poliocephalus" "Touit_melanonotus" "Touit_surdus" "Trichothraupis_melanops" "Triclaria_malachitacea" "Trogon_curucui" "Trogon_surrucura" "Trogon_viridis" "Turdus_albicollis" "Turdus_amaurochalinus" "Turdus_flavipes" "Turdus_fumigatus" "Turdus_leucomelas" "Turdus_rufiventris" "Turdus_subalaris" "Tyrannus_albogularis" "Tyrannus_savana" "Tyrannus_tyrannus" "Uropelia_campestris" "Vanellus_chilensis" "Veniliornis_affinis" "Veniliornis_maculifrons" "Veniliornis_mixtus" "Veniliornis_passerinus" "Veniliornis_spilogaster" "Vireo_olivaceus" "Xanthopsar_flavus" "Xenops_minutus" "Xenopsaris_albinucha" "Xiphocolaptes_albicollis" "Xipholena_atropurpurea" "Xiphorhynchus_fuscus" "Xolmis_cinereus" "Xolmis_dominicanus" "Xolmis_irupero" "Xolmis_velatus" "Zimmerius_acer"
"1" 0 0 0 1 0 1 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 1 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 1 1 0 0 0 0 1 0 0 0 1 0 1 1 0 1 0 0 0 1 0 1 0 0 1 1 0 1 0 1 0 1 0 0 1 0 0 1 0 0 0 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 0 0 0 0 0 1 0 1 1 0 0 1 0 1 1 0 1 1 1 1 0 1 0 1 0 1 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 0 0 1 0 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 1 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 1 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 1 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 1 0 1 1 0 1 0 1 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 0 1 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 0 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 0 1 0 1 0 0 1 1 0 0 1 0 1 1 0
"2" 0 0 0 1 0 1 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 0 1 1 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 1 1 0 0 0 0 1 0 0 0 1 0 1 1 0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 0 1 0 0 0 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 1 1 1 0 1 0 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 0 0 1 0 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 1 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 1 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 1 1 0 0 1 0 0 1 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 1 1 1 0 1 0 1 1 0 0 0 1 1 0 1 0 1 1 0 1 0 1 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 1 0 1 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 0 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 0 1 0 1 0 1 1 1 0 0 1 0 1 1 0
"3" 0 0 0 1 0 1 1 0 0 1 1 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 1 1 0 0 1 1 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 0 0 1 0 0 0 0 1 1 0 1 1 0 1 1 0 1 1 1 1 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 1 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 1 1 1 0 0 1 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 1 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 1 1 0 0 1 0 0 1 1 1 0 1 1 0 0 1 0 0 1 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 1 1 1 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 0 0 1 0 0 0 0 1 1 0 1 1 0 0 1 1 0 1 0 0 0 1 1 0 1 0 1 1 0 0 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 0 1 1 1 0 1 1 1 0 0 1 0 1 1 0
"4" 1 0 0 1 1 1 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1 1 0 1 0 1 0 0 1 1 0 1 1 1 0 1 1 0 1 0 0 1 0 0 0 1 1 0 1 0 1 0 0 1 1 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 1 1 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 1 0 1 0 1 1 0 0 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0 1 1 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 1 0 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 1 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 1 0 1 0 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 1 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 1 0 0
