"id" "rich_amp" "dr_amp" "aa_amp" "fdis_amp" "rich_squa" "dr_squa" "aa_squa" "fdis_squa" "rich_birds" "dr_birds" "aa_birds" "fdis_birds" "rich_mammals" "dr_mammals" "aa_mammals" "fdis_mammals"
"1" 31 41 1.40896489739842 8.53871083250958 0.456818273316843 81 6.87885070211386 2.24884171146711 0.494351370637235 263 17.9900167337064 22.4868792850386 0.518494723529994 57 7.04266855306792 0.168236699915112 0.541325704549927
"2" 32 41 1.40896489739842 8.31401054744354 0.456818273316843 78 6.69818359407689 2.4833901194872 0.493294231875144 271 18.6389146706035 21.9846617414229 0.519851191549162 63 7.64584181224663 0.251983906857145 0.537563049334355
"3" 33 37 1.29134141106357 8.08209630655613 0.456059346087634 76 6.25984766281028 3.28365936248322 0.4936268529543 300 20.4523167426337 21.4554218556766 0.519908375334875 64 7.74756244473531 0.244987131666669 0.53900150610402
"4" 42 39 1.17279762156535 4.51915293405987 0.455677435744308 60 4.15048881272335 4.52962507920429 0.485883864249744 237 16.0455376827006 6.04930512057653 0.520986914026442 50 6.00012809467838 0.185405039387085 0.536207069123749
"5" 76 38 1.27435726848449 8.97939450931013 0.455232167900754 83 6.91547225888517 2.16032348527053 0.495024296218413 256 17.5484623261606 22.8090282320863 0.517044359117217 56 7.22043886318911 42.4131222048225 0.54213800671019
"6" 77 38 1.27435726848449 8.97939450931013 0.455232167900754 81 6.87885070211386 2.19789258936219 0.494351370637235 267 18.4331137537579 22.9281926183066 0.518236514983668 56 6.86535400440911 43.3264599261694 0.540936326077686
"7" 78 37 1.23034345663159 8.27117581624896 0.455955816373727 81 6.90475556789489 2.36771514124857 0.495205145057334 282 19.3668198383081 23.1462775715488 0.519243672318265 57 7.07122127286486 0.174034517153565 0.53985319399636
"8" 79 35 1.20207168366909 8.52181447734741 0.45612818067621 76 6.63699912605001 2.47939510074143 0.492027919333733 304 20.9151948957689 22.2505292488043 0.520401939039328 62 7.51093650995185 0.259392257058826 0.539911242104336
"9" 87 42 1.346696023503 15.5163062617572 0.458934351261046 68 4.67899779599638 4.15549974773575 0.482476490707029 257 17.3990419061532 5.3405031677064 0.522235378923758 54 6.46024376432605 0.0173533534700014 0.538466060338899
"10" 88 33 0.963544286783703 3.49095965031904 0.454315418220269 62 4.35686086627393 3.62131442221859 0.484008850361051 228 15.6922460259343 5.92204357078861 0.522207950037173 49 5.78089026527688 0.0247476478142877 0.537611283107983
"11" 121 37 1.20412734350969 8.52181447734741 0.457260479100499 87 6.97989274623783 2.06435738770449 0.496025790190499 253 17.4439889536933 22.7994969017234 0.515407404741712 57 7.10692746727848 1.67473296821842 0.539849281717361
"12" 122 35 1.17163404963862 8.78811805476452 0.456066093968145 84 6.68788981394772 2.1420165065818 0.49527722583101 262 17.9338327094335 22.4769432044394 0.517755135852202 55 6.82046231816788 1.85415792909897 0.540349055485741
"13" 123 35 1.17163404963862 8.78811805476452 0.456066093968145 80 6.60111129569413 2.25676203372011 0.494017045121546 268 18.5536115428349 23.0950450955787 0.519190007200437 55 6.82046231816788 1.85415792909897 0.540349055485741
"14" 124 36 1.20605451868496 8.52181447734741 0.456036426338014 81 6.67311705548468 2.29779225251502 0.495205661376463 289 19.8321385689692 22.7433230696973 0.52028339254496 57 7.04831729215787 43.3264599261694 0.540004239378394
"15" 125 37 1.27841732584393 8.31980208027837 0.45571151966934 78 6.61790180884519 2.40131085174774 0.491952497903615 310 21.1635630179743 21.8906838904195 0.520929775083474 62 7.3986327494313 1.98753873505589 0.540585585957157
"16" 126 36 1.21295141926108 7.9874287360968 0.456691427035114 79 6.55535546951375 2.73974554788164 0.491951036891101 304 20.8169779797898 22.1186504887476 0.521894432398776 64 7.59792056482048 1.86920571296668 0.540992449284448
"17" 127 35 1.08348508440337 6.42203231758302 0.45541555976714 78 6.55429645656941 2.77881094808959 0.491494760345225 301 20.4901371907548 4.2839934487342 0.519966682634089 61 7.18869521508384 49.1678679817725 0.539223883130549
"18" 128 35 1.06559691321226 2.60541861422017 0.457840706700691 78 6.06722234052211 3.52340822334875 0.490821993165552 301 20.5904111388273 4.27675307965059 0.519201703548832 61 7.36714640531262 50.6741616253566 0.538774789763877
"19" 129 42 1.28413622004274 10.262882449377 0.454434629364751 83 6.32732084758801 4.64383352116302 0.490319964022529 310 21.2553953249184 4.51341190264101 0.518952034841584 66 7.84962523920921 43.3699855199002 0.539964660597739
"20" 133 43 1.32698542564772 14.4605740758524 0.462469713185985 70 4.96565003268795 3.34548651330939 0.485525758666477 255 17.4485181212315 5.11890318841899 0.521719519654176 54 6.193031209167 0.0179482966931049 0.539045563818174
