"ID" "Amazona.aestiva" "Anodorhynchus.glaucus" "Aramides.cajaneus" "Arremon.flavirostris" "Campylopterus.largipennis" "Cichlocolaptes.mazarbarnetti" "Columbina.cyanopis" "Cotinga.maculata" "Drymophila.genei" "Elaenia.albiceps" "Eleothreptus.candicans" "Formicivora.acutirostris" "Glaucidium.mooreorum" "Harpagus.diodon" "Mergus.octosetaceus" "Myrmotherula.snowi" "Nothura.maculosa" "Ortalis.guttata" "Ortalis.squamata" "Philydor.novaesi" "Sporophila.cinnamomea" "Sporophila.maximiliani" "Sporophila.melanogaster" "Sporophila.palustris" "Synallaxis.cinerea" "Taoniscus.nanus" "Vireo.chivi" "Vireo.olivaceus" "Porphyriops.melanops" "Celeus.galeatus" "Guyramemua.affinis" "Paraclaravis.geoffroyi" "Chaetura.meridionalis" "Chlorostilbon.lucidus" "Fulica.armillata" "Chelidoptera.tenebrosa" "Chloroceryle.inda" "Chlorostilbon.notatus" "Chondrohierax.uncinatus" "Chordeiles.minor" "Chordeiles.nacunda" "Chrysolampis.mosquitus" "Ciccaba.huhula" "Ciccaba.virgata" "Ciconia.maguari" "Circus.buffoni" "Circus.cinereus" "Clytolaema.rubricauda" "Coccycua.cinerea" "Coccyzus.euleri" "Coccyzus.americanus" "Colaptes.campestris" "Colaptes.campestroides" "Colaptes.melanochloros" "Colibri.serrirostris" "Platyrinchus.mystaceus" "Columbina.picui" "Columbina.squammata" "Coscoroba.coscoroba" "Coturnicops.notatus" "Crax.blumenbachii" "Crax.fasciolata" "Crotophaga.major" "Crypturellus.noctivagus" "Crypturellus.obsoletus" "Crypturellus.parvirostris" "Crypturellus.undulatus" "Crypturellus.variegatus" "Cygnus.melancoryphus" "Dendrocygna.viduata" "Cypseloides.fumigatus" "Cypseloides.senex" "Discosura.longicaudus" "Fulica.leucoptera" "Diopsittaca.cumanensis" "Discosura.langsdorffi" "Dromococcyx.pavoninus" "Elanoides.forficatus" "Eleothreptus.anomalus" "Nycticryphes.semicollaris" "Lophornis.chalybeus" "Eudocimus.ruber" "Eupetomena.macroura" "Eupsittula.aurea" "Eupsittula.cactorum" "Falco.rufigularis" "Florisuga.fusca" "Fulica.rufifrons" "Thlypopsis.pyrrhocoma" "Gallinago.undulata" "Gampsonyx.swainsonii" "Geranoaetus.albicaudatus" "Geranoaetus.melanoleucus" "Glaucis.dohrnii" "Glaucis.hirsutus" "Spinus.magellanicus" "Guira.guira" "Pionopsitta.pileata" "Heliactin.bilophus" "Pionus.maximiliani" "Pionus.reichenowi" "Heliomaster.furcifer" "Heliomaster.squamosus" "Heliothryx.auritus" "Hoploxypterus.cayanus" "Hydropsalis.maculicaudus" "Hydropsalis.torquata" "Ibycter.americanus" "Hylocharis.chrysura" "Hylocharis.cyanus" "Ictinia.mississippiensis" "Ictinia.plumbea" "Pyriglena.leuconota" "Ixobrychus.exilis" "Ixobrychus.involucris" "Jacamaralcyon.tridactyla" "Jacana.jacana" "Sittasomus.griseicapillus" "Anabacerthia.amaurotis" "Alectrurus.risora" "Antilophia.galeata" "Malacoptila.striata" "Myiothlypis.leucophrys" "Batara.cinerea" "Mareca.sibilatrix" "Cacicus.solitarius" "Calyptura.cristata" "Carpornis.cucullata" "Casiornis.rufus" "Casiornis.fuscus" "Cercomacroides.laeta" "Clibanornis.dendrocolaptoides" "Colonia.colonus" "Pogonotriccus.eximius" "Cranioleuca.semicinerea" "Cyanocorax.cyanopogon" "Anumara.forbesi" "Cyanoloxia.brissonii" "Cyanoloxia.glaucocaerulea" "Dacnis.cayana" "Phleocryptes.melanops" "Dysithamnus.stictothorax" "Drymophila.rubricollis" "Elaenia.parvirostris" "Griseotyrannus.aurantioatrocristatus" "Euphonia.violacea" "Fluvicola.albiventer" "Formicivora.iheringi" "Furnarius.rufus" "Geositta.cunicularia" "Herpsilochmus.sellowi" "Hemitriccus.obsoletus" "Hemitriccus.diops" "Hemitriccus.furcatus" "Herpsilochmus.atricapillus" "Hemitriccus.kaempferi" "Hemitriccus.nidipendulus" "Castanozoster.thoracicus" "Hylopezus.nattereri" "Hylopezus.ochroleucus" "Hymenops.perspicillatus" "Larus.cirrocephalus" "Larus.maculipennis" "Laterallus.leucopyrrhus" "Laterallus.melanophaius" "Laterallus.xenopterus" "Leptotila.rufaxilla" "Leucochloris.albicollis" "Limosa.haemastica" "Lophornis.magnificus" "Myrmoderus.loricatus" "Rhopias.gularis" "Stigmatura.bahiae" "Pseudopipra.pipra" "Ceratopipra.rubrocapilla" "Philohydor.lictor" "Mesembrinibis.cayennensis" "Microspingus.lateralis" "Sporophila.nigricollis" "Tangara.ornata" "Tangara.sayaca" "Notharchus.swainsoni" "Xenops.rutilus" "Macropsalis.forcipata" "Megascops.choliba" "Megascops.atricapilla" "Megascops.sanctaecatarinae" "Melanerpes.flavifrons" "Melanerpes.candidus" "Systellura.longirostris" "Mitu.mitu" "Neocrex.erythrops" "Neomorphus.geoffroyi" "Micrastur.mintoni" "Micrastur.mirandollei" "Micrastur.semitorquatus" "Micropygia.schomburgkii" "Milvago.chimachima" "Momotus.momota" "Monasa.morphoeus" "Monasa.nigrifrons" "Nomonyx.dominicus" "Nonnula.rubecula" "Nothura.boraquira" "Numenius.borealis" "Nyctibius.aethereus" "Nyctibius.leucopterus" "Nyctipolus.hirundinaceus" "Nystalus.chacuru" "Nystalus.maculatus" "Odontophorus.capueira" "Oxyura.vittata" "Pardirallus.nigricans" "Pardirallus.sanguinolentus" "Porphyrio.flavirostris" "Patagioenas.maculosa" "Penelope.superciliaris" "Patagioenas.picazuro" "Patagioenas.plumbea" "Patagioenas.speciosa" "Vanellus.chilensis" "Penelope.obscura" "Penelope.jacucaca" "Phaethornis.eurynome" "Veniliornis.affinis" "Phaethornis.idaliae" "Phaethornis.malaris" "Phaethornis.pretrei" "Phaethornis.ruber" "Phaethornis.squalidus" "Phaetusa.simplex" "Phimosus.infuscatus" "Phacellodomus.ferrugineigula" "Phacellodomus.rufifrons" "Piculus.flavigula" "Picumnus.albosquamatus" "Picumnus.cirratus" "Picumnus.exilis" "Picumnus.fulvescens" "Picumnus.nebulosus" "Picumnus.temminckii" "Picumnus.pygmaeus" "Pilherodius.pileatus" "Pipile.cumanensis" "Plegadis.chihi" "Pluvialis.dominica" "Podiceps.major" "Porzana.albicollis" "Primolius.maracana" "Psittacara.leucophthalmus" "Pteroglossus.aracari" "Pteroglossus.bailloni" "Pteroglossus.castanotis" "Pteroglossus.inscriptus" "Rhea.americana" "Pyrrhura.cruentata" "Pyrrhura.frontalis" "Pyrrhura.leucotis" "Rallus.longirostris" "Ramphastos.ariel" "Ramphastos.culminatus" "Ramphastos.dicolorus" "Ramphastos.toco" "Rhynchotus.rufescens" "Rostrhamus.sociabilis" "Rufirallus.viridis" "Rupornis.magnirostris" "Sarkidiornis.sylvicola" "Selenidera.maculirostris" "Setopagis.parvula" "Spatula.platalea" "Spatula.versicolor" "Spizaetus.ornatus" "Spizaetus.tyrannus" "Steganopus.tricolor" "Stephanoxis.lalandi" "Stephanoxis.loddigesii" "Sterna.hirundinacea" "Sterna.trudeaui" "Sternula.superciliaris" "Strix.hylophila" "Syrigma.sibilatrix" "Tachornis.squamata" "Thalurania.watertonii" "Tigrisoma.lineatum" "Trogon.curucui" "Touit.melanonotus" "Touit.surdus" "Triclaria.malachitacea" "Trogon.aurantius" "Uropelia.campestris" "Trogon.surrucura" "Trogon.viridis" "Veniliornis.maculifrons" "Veniliornis.mixtus" "Anthus.lutescens" "Conopophaga.cearae" "Conopophaga.lineata" "Contopus.cinereus" "Cichlocolaptes.holti" "Cichlocolaptes.leucophrus" "Cichlopsis.leucogenys" "Dendrocincla.turdina" "Formicivora.paludicola" "Elaenia.chiriquensis" "Elaenia.sordida" "Furnarius.leucopus" "Euscarthmus.meloryphus" "Formicivora.grisea" "Formicivora.serrana" "Herpsilochmus.rufimarginatus" "Hylophilus.thoracicus" "Laniisoma.elegans" "Mackenziaena.leachii" "Manacus.manacus" "Myiarchus.swainsoni" "Myiodynastes.solitarius" "Myiarchus.tyrannulus" "Myiobius.barbatus" "Myiophobus.fasciatus" "Myrmotherula.luctuosa" "Neopelma.pallescens" "Pachyramphus.viridis" "Procnias.averano" "Progne.subis" "Phaeomyias.murina" "Phyllomyias.burmeisteri" "Phyllomyias.griseocapilla" "Piprites.pileata" "Poecilotriccus.plumbeiceps" "Psilorhamphus.guttatus" "Thamnophilus.ruficapillus" "Ramphotrigon.megacephalum" "Rhynchocyclus.olivaceus" "Schoeniophylax.phryganophilus" "Sclerurus.caudacutus" "Sclerurus.cearensis" "Sakesphorus.cristatus" "Sclerurus.scansor" "Schiffornis.turdina" "Scytalopus.gonzagai" "Scytalopus.pachecoi" "Sirystes.sibilator" "Serpophaga.nigricans" "Serpophaga.subcristata" "Scytalopus.petrophilus" "Sporophila.bouvreuil" "Sporophila.pileata" "Stigmatura.budytoides" "Suiriri.suiriri" "Synallaxis.hypospodia" "Synallaxis.infuscata" "Synallaxis.scutata" "Tachuris.rubrigastra" "Syndactyla.dimidiata" "Lipaugus.conditus" "Tityra.braziliensis" "Tolmomyias.flaviventris" "Turdus.albicollis" "Turdus.subalaris" "Xenopsaris.albinucha" "Xenops.minutus" "Xiphorhynchus.atlanticus" "Cacicus.cela" "Charitospiza.eucosma" "Geothlypis.aequinoctialis" "Nemosia.rourei" "Microspingus.cinereus" "Tangara.brasiliensis" "Pipraeidea.bonariensis" "Poospiza.nigrorufa" "Saltator.coerulescens" "Hemitriccus.orbitatus" "Rhytipterna.simplex" "Embernagra.longicauda" "Embernagra.platensis" "Accipiter.poliogaster" "Forpus.xanthopterygius" "Geotrygon.violacea" "Glaucidium.minutissimum" "Anumbius.annumbi" "Cacicus.haemorrhous" "Camptostoma.obsoletum" "Chlorophonia.cyanea" "Euphonia.chalybea" "Gnorimopsar.chopi" "Myrmoderus.squamosus" "Anabacerthia.lichtensteini" "Nyctibius.grandis" "Nyctibius.griseus" "Ortalis.araucuan" "Orthopsittaca.manilatus" "Parabuteo.leucorrhous" "Polytmus.guainumbi" "Mimus.triurus" "Pseudastur.polionotus" "Pulsatrix.koeniswaldiana" "Phylloscartes.ceciliae" "Theristicus.caerulescens" "Theristicus.caudatus" "Tinamus.solitarius" "Veniliornis.passerinus" "Veniliornis.spilogaster" "Arremon.franciscanus" "Arremon.taciturnus" "Machaeropterus.regulus" "Xipholena.atropurpurea" "Myiopagis.caniceps" "Myiopagis.gaimardii" "Myrmotherula.unicolor" "Poecilotriccus.fumifrons" "Polystictus.pectoralis" "Scytalopus.iraiensis" "Thamnophilus.aethiops" "Xiphorhynchus.fuscus" "Xiphorhynchus.guttatus" "Agelaioides.badius" "Agelaioides.fringillarius" "Basileuterus.auricapilla" "Myiothlypis.rivularis" "Piranga.flava" "Tangara.cyanomelas" "Tangara.flava" "Terenura.maculata" "Anabazenops.fuscus" "Anthus.chacoensis" "Anthus.furcatus" "Arundinicola.leucocephala" "Progne.tapera" "Asthenes.moreirae" "Attila.rufus" "Automolus.lammi" "Automolus.leucophthalmus" "Campylorhamphus.falcularius" "Campylorhamphus.trochilirostris" "Chamaeza.ruficauda" "Certhiaxis.cinnamomeus" "Chiroxiphia.caudata" "Cinclodes.pabsti" "Conopophaga.melanops" "Cranioleuca.obsoleta" "Cranioleuca.pallida" "Dendrocolaptes.certhia" "Donacospiza.albifrons" "Drymophila.ferruginea" "Drymophila.malura" "Inezia.inornata" "Elaenia.cristata" "Elaenia.spectabilis" "Euphonia.xanthogaster" "Formicarius.colma" "Formicivora.erythronotos" "Formicivora.melanogaster" "Aramides.mangle" "Aramides.saracura" "Aramides.ypecaha" "Gubernetes.yetapa" "Haplospiza.unicolor" "Hemithraupis.guira" "Hemithraupis.ruficapilla" "Herpsilochmus.longirostris" "Icterus.pyrrhopterus" "Ilicura.militaris" "Iodopleura.pipra" "Knipolegus.cyanirostris" "Knipolegus.lophotes" "Lathrotriccus.euleri" "Amazona.farinosa" "Legatus.leucophaius" "Lepidocolaptes.squamatus" "Leptopogon.amaurocephalus" "Leptasthenura.setaria" "Lessonia.rufa" "Coccycua.minuta" "Leptasthenura.striolata" "Lochmias.nematura" "Limnoctites.rectirostris" "Limnornis.curvirostris" "Lipaugus.lanioides" "Lipaugus.vociferans" "Mackenziaena.severa" "Megaxenops.parnaguae" "Melanopareia.torquata" "Merulaxis.ater" "Mionectes.rufiventris" "Charadrius.modestus" "Muscipipra.vetula" "Myiarchus.ferox" "Myiobius.atricaudus" "Myiornis.auricularis" "Phacellodomus.striaticollis" "Myiozetetes.cayanensis" "Myiozetetes.similis" "Myrmorchilus.strigilatus" "Myrmotherula.minor" "Myrmotherula.urosticta" "Neopelma.aurifrons" "Neopelma.chrysolophum" "Onychorhynchus.swainsoni" "Oxyruncus.cristatus" "Ornithion.inerme" "Pachyramphus.castaneus" "Pachyramphus.marginatus" "Pachyramphus.validus" "Paroaria.dominicana" "Petrochelidon.pyrrhonota" "Tangara.fastuosa" "Phacellodomus.erythrophthalmus" "Phacellodomus.ruber" "Phibalura.flavirostris" "Philydor.rufum" "Philydor.atricapillus" "Phylloscartes.beckeri" "Phylloscartes.difficilis" "Phylloscartes.kronei" "Phyllomyias.virescens" "Phylloscartes.oustaleti" "Phyllomyias.reiseri" "Phylloscartes.paulista" "Phylloscartes.roquettei" "Phylloscartes.sylviolus" "Phytotoma.rutila" "Brachygalba.lugubris" "Pipraeidea.melanonota" "Pipra.fasciicauda" "Platyrinchus.leucoryphus" "Poecilotriccus.latirostris" "Polioptila.lactea" "Polystictus.superciliaris" "Procnias.nudicollis" "Calidris.bairdii" "Pseudocolopteryx.dinelliana" "Pseudocolopteryx.flaviventris" "Pseudocolopteryx.sclateri" "Pseudoseisura.cristata" "Pyriglena.atra" "Pyriglena.leucoptera" "Pyroderus.scutatus" "Ramphocelus.bresilius" "Ramphocelus.carbo" "Rhopornis.ardesiacus" "Satrapa.icterophrys" "Saltator.maxillosus" "Schiffornis.virescens" "Scytalopus.novacapitalis" "Calidris.subruficollis" "Sporophila.collaris" "Stelgidopteryx.ruficollis" "Netta.erythrophthalma" "Sporophila.albogularis" "Synallaxis.frontalis" "Stephanophorus.diadematus" "Sublegatus.modestus" "Synallaxis.ruficapilla" "Synallaxis.spixi" "Synallaxis.albescens" "Synallaxis.cinerascens" "Syndactyla.rufosuperciliata" "Tachycineta.albiventer" "Tachycineta.leucorrhoa" "Tangara.cyanocephala" "Tangara.cyanoventris" "Tangara.preciosa" "Tangara.seledon" "Tersina.viridis" "Thamnomanes.caesius" "Thamnophilus.ambiguus" "Thamnophilus.caerulescens" "Thamnophilus.palliatus" "Thamnophilus.pelzelni" "Thamnophilus.torquatus" "Thlypopsis.sordida" "Tangara.cyanoptera" "Thripophaga.macroura" "Tityra.inquisitor" "Todirostrum.poliocephalum" "Tolmomyias.poliocephalus" "Chloroceryle.aenea" "Chloroceryle.amazona" "Trichothraupis.melanops" "Turdus.amaurochalinus" "Turdus.fumigatus" "Turdus.rufiventris" "Tyrannus.albogularis" "Tyrannus.savana" "Tyrannus.tyrannus" "Ramphodon.naevius" "Xiphocolaptes.albicollis" "Xolmis.cinereus" "Xolmis.irupero" "Xolmis.velatus" "Thalurania.furcata" "Thalurania.glaucopis" "Streptoprocne.biscutata" "Accipiter.superciliosus" "Aegolius.harrisii" "Alipiopsitta.xanthops" "Crypturellus.strigulosus" "Crypturellus.tataupa" "Amazilia.versicolor" "Amazilia.fimbriata" "Amazilia.leucogaster" "Amazilia.sapphirina" "Amazona.brasiliensis" "Amazona.pretrei" "Amazona.rhodocorytha" "Amazonetta.brasiliensis" "Amazona.vinacea" "Anhima.cornuta" "Anodorhynchus.hyacinthinus" "Anthracothorax.nigricollis" "Antrostomus.sericocaudatus" "Aphantochroa.cirrochloris" "Aratinga.auricapillus" "Aratinga.jandaya" "Ara.chloropterus" "Ardea.cocoi" "Augastes.scutatus" "Bartramia.longicauda" "Baryphthengus.ruficapillus" "Brotogeris.chiriri" "Brotogeris.tirica" "Buteogallus.coronatus" "Buteogallus.lacernulatus" "Buteogallus.meridionalis" "Buteo.brachyurus" "Buteo.nitidus" "Chauna.torquata" "Campephilus.melanoleucos" "Calliphlox.amethystina" "Callonetta.leucophrys" "Campephilus.robustus" "Cariama.cristata" "Celeus.flavescens" "Celeus.flavus" "Celeus.lugubris" "Celeus.tinnunculus" "Elaenia.mesoleuca" "Biatas.nigropectus" "Acrobatornis.fonsecai" "Alectrurus.tricolor" "Anthus.nattereri" "Asthenes.luizae" "Carpornis.melanocephala" "Cercomacra.brasiliana" "Chiroxiphia.pareola" "Cinclodes.fuscus" "Chamaeza.meruloides" "Corythopis.delalandi" "Culicivora.caudacuta" "Cyanocorax.cyanomelas" "Dendrocolaptes.platyrostris" "Dendroplex.picus" "Formicivora.rufa" "Dysithamnus.plumbeus" "Dysithamnus.xanthopterus" "Eleoscytalopus.indigoticus" "Eleoscytalopus.psychopompus" "Euscarthmus.rufomarginatus" "Fluvicola.nengeta" "Geositta.poeciloptera" "Grallaria.varia" "Hemitriccus.margaritaceiventer" "Synallaxis.hellmayri" "Hemitriccus.mirandae" "Herpsilochmus.pileatus" "Herpsilochmus.scapularis" "Clibanornis.rectirostris" "Hylophilus.pectoralis" "Hypoedaleus.guttatus" "Lepidocolaptes.angustirostris" "Lepidocolaptes.falcinellus" "Sporophila.beltoni" "Chamaeza.campanisona" "Empidonomus.varius" "Furnarius.figulus" "Heliobletus.contaminatus" "Herpsilochmus.pectoralis" "Knipolegus.nigerrimus" "Conopias.trivirgatus" "Drymophila.ochropyga" "Drymophila.squamata" "Amazilia.lactea" "Chaetura.spinicaudus" "Piaya.cayana" "Piculus.aurulentus" "Tigrisoma.fasciatum" "Celeus.ochraceus" "Nothura.minor" "Piculus.chrysochloros" "Pygochelidon.cyanoleuca" "Pygochelidon.melanoleuca" "Cyanocorax.coeruleus" "Cyanocorax.chrysops" "Cyanocorax.cristatellus" "Donacobius.atricapilla" "Hylophilus.amaurocephalus" "Hemitriccus.striaticollis" "Hemitriccus.griseipectus" "Atticora.tibialis" "Hirundinea.bellicosa" "Machetornis.rixosa" "Piprites.chloris" "Serpophaga.griseicapilla" "Tachycineta.meyeni" "Terenura.sicki" "Xolmis.dominicanus" "Cnemotriccus.fuscatus" "Hylophilus.poicilotis" "Laniocera.hypopyrra" "Alopochelidon.fucata" "Phyllomyias.fasciatus" "Phylloscartes.ventralis" "Zimmerius.acer" "Cranioleuca.vulpina" "Capsiempis.flaveola" "Chordeiles.pusillus" "Attila.phoenicurus" "Antrostomus.rufus" "Amblyramphus.holosericeus" "Ammodramus.humeralis" "Arremon.semitorquatus" "Myiothlypis.flaveola" "Myiothlypis.leucoblephara" "Campylorhynchus.turdinus" "Spinus.yarrellii" "Caryothraustes.canadensis" "Chrysomus.ruficapillus" "Compsothraupis.loricata" "Conirostrum.speciosum" "Coryphospingus.pileatus" "Cypsnagra.hirundinacea" "Dacnis.nigripes" "Emberizoides.ypiranganus" "Euphonia.laniirostris" "Leistes.superciliaris" "Islerothraupis.cristata" "Tangara.palmarum" "Cantorchilus.leucotis" "Cantorchilus.longirostris" "Asemospiza.fuliginosa" "Tangara.peruviana" "Sporophila.plumbea" "Microspingus.cabanisi" "Pheugopedius.genibarbis" "Agelasticus.cyanopus" "Agelasticus.thilius" "Anthus.hellmayri" "Basileuterus.hypoleucus" "Cacicus.chrysopterus" "Cissopis.leverianus" "Catharus.fuscescens" "Conirostrum.bicolor" "Coryphospingus.cucullatus" "Emberizoides.herbicola" "Euphonia.chlorotica" "Euphonia.cyanocephala" "Euphonia.pectoralis" "Gubernatrix.cristata" "Hemithraupis.flavicollis" "Icterus.jamacaii" "Mimus.saturninus" "Molothrus.rufoaxillaris" "Sporophila.hypochroma" "Nemosia.pileata" "Neothraupis.fasciata" "Orchesticus.abeillei" "Orthogonys.chloricterus" "Paroaria.capitata" "Pheucticus.aureoventris" "Polioptila.dumicola" "Porphyrospiza.caerulescens" "Psarocolius.decumanus" "Pseudoleistes.guirahuro" "Pseudoleistes.virescens" "Saltator.atricollis" "Saltator.fuliginosus" "Saltator.similis" "Schistochlamys.melanopis" "Schistochlamys.ruficapillus" "Sicalis.citrina" "Sicalis.columbiana" "Sicalis.flaveola" "Sicalis.luteola" "Sporophila.falcirostris" "Sporophila.ardesiaca" "Sporophila.caerulescens" "Sporophila.frontalis" "Sporophila.leucoptera" "Sporophila.lineola" "Sporophila.ruficollis" "Tachyphonus.coronatus" "Tachyphonus.rufus" "Tangara.desmaresti" "Turdus.flavipes" "Turdus.leucomelas" "Xanthopsar.flavus" "Coryphaspiza.melanotis" "Amaurospiza.moesta" "Amazona.amazonica" "Ara.ararauna" "Buteogallus.aequinoctialis" "Leptodon.forbesi" "Lipaugus.ater" "Myiopsitta.monachus" "Myrmoderus.ruficauda" "Paroaria.coronata" "Phalcoboenus.chimango" "Phoenicopterus.chilensis" "Pipile.jacutinga" "Psittacara.acuticaudatus" "Pyrrhura.griseipectus" "Scytalopus.speluncae" "Sporophila.angolensis" "Sporophila.hypoxantha"
"31" 1 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 0 0 1 1 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 1 0 1 0 0 1 0 1 0 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 1 0 1 1 0 0 1 0 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 0 1 0 1 1 1 1 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 1 1 1 0 0 1 0 1 0 1 0 0 0 0 1 1 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0 1 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0 1 0 1 0 0 1 1 0 1 1 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1 0 1 1 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1 0 0 0 1 1 1 1 1 0 0 0 0 1 0 1 1 0 1 0 1 1 0 0 0 1 1 0 0 1 0 1 1 1 1 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1
"32" 1 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 0 0 1 1 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 1 0 1 0 0 1 0 1 0 1 0 1 1 0 1 0 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 1 0 1 1 0 0 1 0 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 0 1 1 1 1 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 1 1 1 0 1 1 0 1 0 1 0 0 0 0 1 1 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0 1 0 1 0 0 1 1 0 1 1 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1 0 1 1 0 0 1 0 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 1 0 1 1 1 0 0 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1 0 0 0 1 1 1 1 1 0 0 0 0 1 0 1 1 0 1 0 1 1 0 0 0 1 1 0 0 1 0 1 1 1 1 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 1
