"V1" "V2" "id"
"289" -43.399663561 -20.12276882 1130
"290" -43.399663561 -20.62276882 1131
"291" -43.399663561 -21.12276882 1132
"292" -43.399663561 -21.62276882 1133
"293" -43.399663561 -22.12276882 1134
"294" -43.399663561 -22.62276882 1135
"295" -42.899663561 -17.62276882 1171
"296" -42.899663561 -18.12276882 1172
"297" -42.899663561 -18.62276882 1173
"298" -42.899663561 -19.12276882 1174
"299" -42.899663561 -19.62276882 1175
"300" -42.899663561 -20.12276882 1176
"301" -42.899663561 -20.62276882 1177
"302" -42.899663561 -21.12276882 1178
"303" -42.899663561 -21.62276882 1179
"304" -42.899663561 -22.12276882 1180
"305" -42.899663561 -22.62276882 1181
"306" -42.399663561 -15.12276882 1212
"307" -42.399663561 -15.62276882 1213
"308" -42.399663561 -17.62276882 1217
"309" -42.399663561 -18.12276882 1218
"310" -42.399663561 -18.62276882 1219
"311" -42.399663561 -19.12276882 1220
"312" -42.399663561 -19.62276882 1221
"313" -42.399663561 -20.12276882 1222
"314" -42.399663561 -20.62276882 1223
"315" -42.399663561 -21.12276882 1224
"316" -42.399663561 -21.62276882 1225
"317" -42.399663561 -22.12276882 1226
"318" -42.399663561 -22.62276882 1227
"319" -41.899663561 -15.12276882 1258
"320" -41.899663561 -15.62276882 1259
"321" -41.899663561 -16.12276882 1260
"322" -41.899663561 -16.62276882 1261
"323" -41.899663561 -17.12276882 1262
"324" -41.899663561 -17.62276882 1263
"325" -41.899663561 -18.12276882 1264
"326" -41.899663561 -18.62276882 1265
"327" -41.899663561 -19.12276882 1266
"328" -41.899663561 -19.62276882 1267
"329" -41.899663561 -20.12276882 1268
"330" -41.899663561 -20.62276882 1269
"331" -41.899663561 -21.12276882 1270
"332" -41.899663561 -21.62276882 1271
"333" -41.899663561 -22.12276882 1272
"334" -41.899663561 -22.62276882 1273
"335" -41.399663561 -15.12276882 1304
"336" -41.399663561 -15.62276882 1305
"337" -41.399663561 -16.12276882 1306
"338" -41.399663561 -16.62276882 1307
"339" -41.399663561 -17.12276882 1308
"340" -41.399663561 -17.62276882 1309
"341" -41.399663561 -18.12276882 1310
"342" -41.399663561 -18.62276882 1311
"343" -41.399663561 -19.12276882 1312
"344" -41.399663561 -19.62276882 1313
"345" -41.399663561 -20.12276882 1314
"346" -41.399663561 -20.62276882 1315
"347" -41.399663561 -21.12276882 1316
"348" -41.399663561 -21.62276882 1317
"349" -41.399663561 -22.12276882 1318
"350" -40.899663561 -14.62276882 1349
"351" -40.899663561 -15.12276882 1350
"352" -40.899663561 -15.62276882 1351
"353" -40.899663561 -16.12276882 1352
"354" -40.899663561 -16.62276882 1353
"355" -40.899663561 -17.12276882 1354
"356" -40.899663561 -17.62276882 1355
"357" -40.899663561 -18.12276882 1356
"358" -40.899663561 -18.62276882 1357
"359" -40.899663561 -19.12276882 1358
"360" -40.899663561 -19.62276882 1359
"361" -40.899663561 -20.12276882 1360
"362" -40.899663561 -20.62276882 1361
"363" -40.899663561 -21.12276882 1362
"364" -40.399663561 -13.62276882 1393
"365" -40.399663561 -14.12276882 1394
"366" -40.399663561 -14.62276882 1395
"367" -40.399663561 -15.12276882 1396
"368" -40.399663561 -15.62276882 1397
"369" -40.399663561 -16.12276882 1398
"370" -40.399663561 -16.62276882 1399
"371" -40.399663561 -17.12276882 1400
"372" -40.399663561 -17.62276882 1401
"373" -40.399663561 -18.12276882 1402
"374" -40.399663561 -18.62276882 1403
"375" -40.399663561 -19.12276882 1404
"376" -40.399663561 -19.62276882 1405
"377" -40.399663561 -20.12276882 1406
"378" -40.399663561 -20.62276882 1407
"379" -39.899663561 -13.12276882 1438
"380" -39.899663561 -13.62276882 1439
"381" -39.899663561 -14.12276882 1440
"382" -39.899663561 -14.62276882 1441
"383" -39.899663561 -15.12276882 1442
"384" -39.899663561 -15.62276882 1443
"385" -39.899663561 -16.12276882 1444
"386" -39.899663561 -16.62276882 1445
"387" -39.899663561 -17.12276882 1446
"388" -39.899663561 -17.62276882 1447
"389" -39.899663561 -18.12276882 1448
"390" -39.899663561 -18.62276882 1449
"391" -39.899663561 -19.12276882 1450
"392" -39.899663561 -19.62276882 1451
"393" -39.399663561 -12.12276882 1482
"394" -39.399663561 -12.62276882 1483
"395" -39.399663561 -13.12276882 1484
"396" -39.399663561 -13.62276882 1485
"397" -39.399663561 -14.12276882 1486
"398" -39.399663561 -14.62276882 1487
"399" -39.399663561 -15.12276882 1488
"400" -39.399663561 -15.62276882 1489
"401" -39.399663561 -16.12276882 1490
"402" -39.399663561 -16.62276882 1491
"403" -39.399663561 -17.12276882 1492
"404" -39.399663561 -17.62276882 1493
"405" -38.899663561 -12.12276882 1528
"406" -38.899663561 -12.62276882 1529
"407" -38.899663561 -13.12276882 1530
"408" -38.899663561 -15.62276882 1535
"409" -38.899663561 -16.12276882 1536
"410" -38.399663561 -12.12276882 1574
"411" -38.399663561 -12.62276882 1575
"412" -37.899663561 -11.12276882 1618
"413" -37.899663561 -11.62276882 1619
"414" -37.899663561 -12.12276882 1620
"415" -37.399663561 -10.62276882 1663
"416" -37.399663561 -11.12276882 1664
"417" -37.399663561 -11.62276882 1665
"418" -36.899663561 -10.62276882 1709
"419" -36.399663561 -8.62276882 1751
"420" -36.399663561 -9.12276882 1752
"421" -36.399663561 -9.62276882 1753
"422" -35.899663561 -8.12276882 1796
"423" -35.899663561 -8.62276882 1797
"424" -35.899663561 -9.12276882 1798
"425" -35.899663561 -9.62276882 1799
"426" -35.399663561 -7.62276882 1841
"427" -35.399663561 -8.12276882 1842
"428" -35.399663561 -8.62276882 1843
"429" -35.399663561 -9.12276882 1844
"430" -34.899663561 -7.62276882 1887
"431" -34.899663561 -8.12276882 1888
